longname,PW Mean % of parkland within 1km,Within 10km of Hospital %,Mean distance to nearest Hospital,Within 2km of Public School %,Mean distance to nearest Public School,Within 30km of Airport %,Mean distance to nearest Airport,Within 10km of Active Superfund Site %,Mean distance to nearest Active Superfund Site,Within 0.5mi of a grocery store %,Within 1mi of a grocery store %,Within 10mi of a grocery store %,Within 20mi of a grocery store %
"Puerto Rico, USA",0.005946995696135416,0.7872537391946013,5.982002758427186,0.8232964944175405,1.1939327929865275,0.7350493100009377,20.477510492764615,0.3889480817258926,14.976876425441109,0.21064855115803183,0.45141402012834886,0.9384126430546488,0.9917507990762359
"Normandie, France",,,,,,,,,,,,,
"Utah, USA",0.024109669180325866,0.8598402135213913,5.78221477038577,0.9168160321993779,1.1491935450423267,0.7982795046851464,24.248322287211458,0.45859018906864374,44.075954754172194,0.2849708040518597,0.6774659654369195,0.9827254812487475,0.9930225701289603
"Hamgyŏng-namdo [Hamkyeongnamto], North Korea",,,,,,,,,,,,,
"Taraba, Nigeria",,,,,,,,,,,,,
"Qashqadaryo, Uzbekistan",,,,,,,,,,,,,
"Tabora, Tanzania",,,,,,,,,,,,,
"Ouest, Haiti",,,,,,,,,,,,,
"Ðồng Nai, Vietnam",,,,,,,,,,,,,
"Āz̄arbāyjān-e Gharbī, Iran",,,,,,,,,,,,,
"Al Başrah, Iraq",,,,,,,,,,,,,
"nohiyahoi tobei jumhurí, Tajikistan",,,,,,,,,,,,,
"Ségou, Mali",,,,,,,,,,,,,
"Amānat al ‘Āşimah [city], Yemen",,,,,,,,,,,,,
"Samarskaya oblast', Russia",,,,,,,,,,,,,
"Negros Occidental, Philippines",,,,,,,,,,,,,
"Iowa, USA",0.02623782826256153,0.6865704249257688,7.875031295737068,0.7373554595095426,2.3060572559421906,0.5314479296908916,37.22558447712179,0.2311061823883068,37.32937489706154,0.2469291022074791,0.5421554063944444,0.9482632572470054,1.0
"Āz̄arbāyjān-e Sharqī, Iran",,,,,,,,,,,,,
"Kagera, Tanzania",,,,,,,,,,,,,
"Xizang Zizhiqu, China",,,,,,,,,,,,,
"Lomami, Democratic Republic of the Congo",,,,,,,,,,,,,
"Pichincha, Ecuador",,,,,,,,,,,,,
"Wales, United Kingdom",,,,,,,,,,,,,
"Distrito Federal, Brazil",,,,,,,,,,,,,
"Sulawesi Tengah, Indonesia",,,,,,,,,,,,,
"Dnipropetrovska oblast, Ukraine",,,,,,,,,,,,,
"Sonora, Mexico",,,,,,,,,,,,,
"Māzandarān, Iran",,,,,,,,,,,,,
"Herāt, Afghanistan",,,,,,,,,,,,,
"Abū Z̧aby, United Arab Emirates",,,,,,,,,,,,,
"Eastern, Ghana",,,,,,,,,,,,,
"La Paz, Bolivia",,,,,,,,,,,,,
"Sud, Rwanda",,,,,,,,,,,,,
"Nevada, USA",0.01883772543006123,0.935346229837268,4.89266681257466,0.9162436940630945,1.155462600408723,0.8784029190102216,20.401892947392295,0.005983352519830162,175.03962141982672,0.36961391520952636,0.7227043360895886,0.9843366357518987,0.9936168711811827
"Batangas, Philippines",,,,,,,,,,,,,
"Dubayy, United Arab Emirates",,,,,,,,,,,,,
"Şalāḩ ad Dīn, Iraq",,,,,,,,,,,,,
"Cundinamarca, Colombia",,,,,,,,,,,,,
"Andijon, Uzbekistan",,,,,,,,,,,,,
"Nizhegorodskaya oblast', Russia",,,,,,,,,,,,,
"Rizal, Philippines",,,,,,,,,,,,,
"Arkansas, USA",0.010614704455753809,0.6626201889551679,9.115854518461076,0.5553148123797115,3.3120464512988015,0.5212949791267365,37.310959648539935,0.06092695088307917,50.60673955760694,0.1440013972632368,0.39146774185667566,0.9413395504903048,0.9992827924078056
"Lilongwe, Malawi",,,,,,,,,,,,,
"Shamāl Kurdufān, Sudan",,,,,,,,,,,,,
"Coahuila de Zaragoza, Mexico",,,,,,,,,,,,,
"Gombe, Nigeria",,,,,,,,,,,,,
"Lualaba, Democratic Republic of the Congo",,,,,,,,,,,,,
"Souss-Massa, Morocco",,,,,,,,,,,,,
"Nghệ An, Vietnam",,,,,,,,,,,,,
"Wakiso, Uganda",,,,,,,,,,,,,
"Mississippi, USA",0.005675670296237716,0.6423350096434832,8.684674363493837,0.45615516298685577,3.7813495699442528,0.4866090500485129,38.85398739765838,0.13844907933525313,41.587033667690434,0.1139278202671985,0.3131682100373504,0.9349491212436636,0.9999435119404524
"Sinaloa, Mexico",,,,,,,,,,,,,
"Morogoro, Tanzania",,,,,,,,,,,,,
"Koulikoro, Mali",,,,,,,,,,,,,
"Kansas, USA",0.023309489401673492,0.8072450202186611,6.243694388102027,0.7995622693915341,1.8718974183340527,0.3710437458303266,47.15549145090628,0.2306476098411099,33.6469554308987,0.23224006248830165,0.5625507525661049,0.9447516499434612,0.9984343676670705
"Schleswig-Holstein, Germany",,,,,,,,,,,,,
"Stavropol'skiy kray, Russia",,,,,,,,,,,,,
"Kyiv, Ukraine",,,,,,,,,,,,,
"Kigoma, Tanzania",,,,,,,,,,,,,
"Dolnośląskie, Poland",,,,,,,,,,,,,
"Montagnes, Ivory Coast",,,,,,,,,,,,,
"San Luis Potosí, Mexico",,,,,,,,,,,,,
"Noord-Holland, Netherlands",,,,,,,,,,,,,
"Kayes, Mali",,,,,,,,,,,,,
"Rīf Dimashq, Syria",,,,,,,,,,,,,
"Mato Grosso do Sul, Brazil",,,,,,,,,,,,,
"Pampanga, Philippines",,,,,,,,,,,,,
"Tshopo, Democratic Republic of the Congo",,,,,,,,,,,,,
"Incheon-gwangyeoksi, South Korea",,,,,,,,,,,,,
"Ibaraki, Japan",,,,,,,,,,,,,
"Bourgogne-Franche-Comté, France",,,,,,,,,,,,,
"P’yŏngan-bukto [Phyeonganpukto], North Korea",,,,,,,,,,,,,
"Namangan, Uzbekistan",,,,,,,,,,,,,
"Iloilo, Philippines",,,,,,,,,,,,,
"Mopti, Mali",,,,,,,,,,,,,
"Abuja Federal Capital Territory, Nigeria",,,,,,,,,,,,,
"Novosibirskaya oblast', Russia",,,,,,,,,,,,,
"Leinster, Ireland",,,,,,,,,,,,,
"Free State, South Africa",,,,,,,,,,,,,
"North, Cameroon",,,,,,,,,,,,,
"Ouest, Rwanda",,,,,,,,,,,,,
"Tabasco, Mexico",,,,,,,,,,,,,
"Hirosima, Japan",,,,,,,,,,,,,
"Central, Ghana",,,,,,,,,,,,,
"Kankan, Guinea",,,,,,,,,,,,,
"Almaty oblysy, Kazakhstan",,,,,,,,,,,,,
"Geita, Tanzania",,,,,,,,,,,,,
"Tanga, Tanzania",,,,,,,,,,,,,
"Sarawak, Malaysia",,,,,,,,,,,,,
"Sassandra-Marahoué, Ivory Coast",,,,,,,,,,,,,
"Béni Mellal-Khénifra, Morocco",,,,,,,,,,,,,
"Bas-Sassandra, Ivory Coast",,,,,,,,,,,,,
"Sulawesi Tenggara, Indonesia",,,,,,,,,,,,,
"Western Australia, Australia",,,,,,,,,,,,,
"Al Baḩr al Aḩmar, Sudan",,,,,,,,,,,,,
"Sughd, Tajikistan",,,,,,,,,,,,,
"Nasarawa, Nigeria",,,,,,,,,,,,,
"Dosso, Niger",,,,,,,,,,,,,
"Krasnoyarskiy kray, Russia",,,,,,,,,,,,,
"Madhyama paḷāta, Sri Lanka",,,,,,,,,,,,,
"Gyeongsangbuk-do, South Korea",,,,,,,,,,,,,
"Copperbelt, Zambia",,,,,,,,,,,,,
"Kharkivska oblast, Ukraine",,,,,,,,,,,,,
"Davao del Sur, Philippines",,,,,,,,,,,,,
"Atlántico, Colombia",,,,,,,,,,,,,
"Kemerovskaya oblast', Russia",,,,,,,,,,,,,
"Dakuṇu paḷāta, Sri Lanka",,,,,,,,,,,,,
"Hwanghae-namdo [Hwanghainamto], North Korea",,,,,,,,,,,,,
"Bayelsa, Nigeria",,,,,,,,,,,,,
"Kalimantan Tengah, Indonesia",,,,,,,,,,,,,
"Arbīl, Iraq",,,,,,,,,,,,,
"Dodoma, Tanzania",,,,,,,,,,,,,
"An Nīl al Abyaḑ, Sudan",,,,,,,,,,,,,
"Sulawesi Utara, Indonesia",,,,,,,,,,,,,
"Sīstān va Balūchestān, Iran",,,,,,,,,,,,,
"Perak, Malaysia",,,,,,,,,,,,,
"Vayamba paḷāta, Sri Lanka",,,,,,,,,,,,,
"Antalya, Turkey",,,,,,,,,,,,,
"Sizuoka, Japan",,,,,,,,,,,,,
"Hauts-Bassins, Burkina Faso",,,,,,,,,,,,,
"Maputo (City), Mozambique",,,,,,,,,,,,,
"Noord-Brabant, Netherlands",,,,,,,,,,,,,
"Centre-Val de Loire, France",,,,,,,,,,,,,
"Surxondaryo, Uzbekistan",,,,,,,,,,,,,
"Permskiy kray, Russia",,,,,,,,,,,,,
"Volgogradskaya oblast', Russia",,,,,,,,,,,,,
"Brandenburg, Germany",,,,,,,,,,,,,
"HaMerkaz, Israel",,,,,,,,,,,,,
"Samut Prakan, Thailand",,,,,,,,,,,,,
"Bābil, Iraq",,,,,,,,,,,,,
"Miyagi, Japan",,,,,,,,,,,,,
"L'Oriental, Morocco",,,,,,,,,,,,,
"Miranda, Venezuela",,,,,,,,,,,,,
"Lvivska oblast, Ukraine",,,,,,,,,,,,,
"Stockholms län, Sweden",,,,,,,,,,,,,
"Galicia, Spain",,,,,,,,,,,,,
"Kyôto, Japan",,,,,,,,,,,,,
"Saratovskaya oblast', Russia",,,,,,,,,,,,,
"Quezon, Philippines",,,,,,,,,,,,,
"Kepulauan Riau, Indonesia",,,,,,,,,,,,,
"Nueva Ecija, Philippines",,,,,,,,,,,,,
"Łódzkie, Poland",,,,,,,,,,,,,
"Benguela, Angola",,,,,,,,,,,,,
"Al Madīnah al Munawwarah, Saudi Arabia",,,,,,,,,,,,,
"Bolívar, Colombia",,,,,,,,,,,,,
"Mandera, Kenya",,,,,,,,,,,,,
"Sergipe, Brazil",,,,,,,,,,,,,
"Sofala, Mozambique",,,,,,,,,,,,,
"Ciudad Autónoma de Buenos Aires, Argentina",,,,,,,,,,,,,
"Camarines Sur, Philippines",,,,,,,,,,,,,
"Nakuru, Kenya",,,,,,,,,,,,,
"Al Anbār, Iraq",,,,,,,,,,,,,
"Irkutskaya oblast', Russia",,,,,,,,,,,,,
"Manica, Mozambique",,,,,,,,,,,,,
"Daegu-gwangyeoksi, South Korea",,,,,,,,,,,,,
"Voronezhskaya oblast', Russia",,,,,,,,,,,,,
"Lisboa, Portugal",,,,,,,,,,,,,
"Dhī Qār, Iraq",,,,,,,,,,,,,
"Hamgyŏng-bukto [Hamkyeongpukto], North Korea",,,,,,,,,,,,,
"Ḩajjah, Yemen",,,,,,,,,,,,,
"Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,,,,,,,
"Đắk Lắk, Vietnam",,,,,,,,,,,,,
"Pomorskie, Poland",,,,,,,,,,,,,
"Odeska oblast, Ukraine",,,,,,,,,,,,,
"Mara, Tanzania",,,,,,,,,,,,,
"Nakhon Ratchasima, Thailand",,,,,,,,,,,,,
"Sud-Ubangi, Democratic Republic of the Congo",,,,,,,,,,,,,
"Arusha, Tanzania",,,,,,,,,,,,,
"Sharq Dārfūr, Sudan",,,,,,,,,,,,,
"Maniema, Democratic Republic of the Congo",,,,,,,,,,,,,
"Konya, Turkey",,,,,,,,,,,,,
"Alger, Algeria",,,,,,,,,,,,,
"Western, Ghana",,,,,,,,,,,,,
"Dahūk, Iraq",,,,,,,,,,,,,
"Southern, Zambia",,,,,,,,,,,,,
"Nangarhār, Afghanistan",,,,,,,,,,,,,
"Niigata, Japan",,,,,,,,,,,,,
"Castilla y León, Spain",,,,,,,,,,,,,
"Santander, Colombia",,,,,,,,,,,,,
"Altayskiy kray, Russia",,,,,,,,,,,,,
"Nord, Rwanda",,,,,,,,,,,,,
"Eastern, Zambia",,,,,,,,,,,,,
"Islamabad, Pakistan",,,,,,,,,,,,,
"Carabobo, Venezuela",,,,,,,,,,,,,
"Hwanghae-bukto [Hwanghaipukto], North Korea",,,,,,,,,,,,,
"Gaziantep, Turkey",,,,,,,,,,,,,
"Sachsen-Anhalt, Germany",,,,,,,,,,,,,
"Thiès, Senegal",,,,,,,,,,,,,
"Alborz, Iran",,,,,,,,,,,,,
"Northern, Ghana",,,,,,,,,,,,,
"Hamadān, Iran",,,,,,,,,,,,,
"Cần Thơ, Vietnam",,,,,,,,,,,,,
"An Giang, Vietnam",,,,,,,,,,,,,
"Cabo Delgado, Mozambique",,,,,,,,,,,,,
"Kilimanjaro, Tanzania",,,,,,,,,,,,,
"Querétaro, Mexico",,,,,,,,,,,,,
"Yucatán, Mexico",,,,,,,,,,,,,
"Chungcheongnam-do, South Korea",,,,,,,,,,,,,
"Manicaland, Zimbabwe",,,,,,,,,,,,,
"Gīlān, Iran",,,,,,,,,,,,,
"Podkarpackie, Poland",,,,,,,,,,,,,
"Leningradskaya oblast', Russia",,,,,,,,,,,,,
"Türkistan oblysy, Kazakhstan",,,,,,,,,,,,,
"Chiang Mai, Thailand",,,,,,,,,,,,,
"Kedah, Malaysia",,,,,,,,,,,,,
"Federacija Bosne i Hercegovine, Bosnia and Herzegovina",,,,,,,,,,,,,
"Canarias, Spain",,,,,,,,,,,,,
"Lubelskie, Poland",,,,,,,,,,,,,
"As Sulaymānīyah, Iraq",,,,,,,,,,,,,
"Gelderland, Netherlands",,,,,,,,,,,,,
"Niassa, Mozambique",,,,,,,,,,,,,
"New Mexico, USA",0.014734616305307929,0.7356178589880058,10.07059036165591,0.7586150226538378,2.1098756644814975,0.5379759926933463,58.721710393536505,0.32512861731778936,35.37682284097658,0.2244170035138764,0.5079576430986551,0.9164787063497775,0.9648385264403548
"Şanlıurfa, Turkey",,,,,,,,,,,,,
"Mbeya, Tanzania",,,,,,,,,,,,,
"Artibonite, Haiti",,,,,,,,,,,,,
"Dhamār, Yemen",,,,,,,,,,,,,
"Gandaki, Nepal",,,,,,,,,,,,,
"Kujawsko-pomorskie, Poland",,,,,,,,,,,,,
"Cochabamba, Bolivia",,,,,,,,,,,,,
"Luhanska oblast, Ukraine",,,,,,,,,,,,,
"Nagano, Japan",,,,,,,,,,,,,
"Leyte, Philippines",,,,,,,,,,,,,
"Francisco Morazán, Honduras",,,,,,,,,,,,,
"Cuanza-Sul, Angola",,,,,,,,,,,,,
"Thüringen, Germany",,,,,,,,,,,,,
"La Habana, Cuba",,,,,,,,,,,,,
"Huambo, Angola",,,,,,,,,,,,,
"Tipaza, Algeria",,,,,,,,,,,,,
"Āsīr, Saudi Arabia",,,,,,,,,,,,,
"Sabaragamuva paḷāta, Sri Lanka",,,,,,,,,,,,,
"País Vasco, Spain",,,,,,,,,,,,,
"Gihu, Japan",,,,,,,,,,,,,
"Kakamega, Kenya",,,,,,,,,,,,,
"Castilla-La Mancha, Spain",,,,,,,,,,,,,
"Mendoza, Argentina",,,,,,,,,,,,,
"Harare, Zimbabwe",,,,,,,,,,,,,
"Āfar, Ethiopia",,,,,,,,,,,,,
"Mashonaland West, Zimbabwe",,,,,,,,,,,,,
"Mont-Liban, Lebanon",,,,,,,,,,,,,
"Horad Minsk, Belarus",,,,,,,,,,,,,
"Kachin, Myanmar",,,,,,,,,,,,,
"Distrito Federal, Venezuela",,,,,,,,,,,,,
"Kassalā, Sudan",,,,,,,,,,,,,
"Morelos, Mexico",,,,,,,,,,,,,
"Cortés, Honduras",,,,,,,,,,,,,
"Shinyanga, Tanzania",,,,,,,,,,,,,
"Maluku, Indonesia",,,,,,,,,,,,,
"Savanes, Ivory Coast",,,,,,,,,,,,,
"Nāgāland, India",,,,,,,,,,,,,
"Mon, Myanmar",,,,,,,,,,,,,
"La Libertad, Peru",,,,,,,,,,,,,
"West, Cameroon",,,,,,,,,,,,,
"Midlands, Zimbabwe",,,,,,,,,,,,,
"Est, Burkina Faso",,,,,,,,,,,,,
"Nebraska, USA",0.030800085046304986,0.8178841338075273,6.291040507339812,0.8393941587679659,1.8092387196027298,0.6697865515441213,33.51706811070567,0.20821879537334617,38.916525859888885,0.2786450243494275,0.6267322411387097,0.9309929063637578,0.9937818019200961
"Durango, Mexico",,,,,,,,,,,,,
"Hatay, Turkey",,,,,,,,,,,,,
"Hukusima, Japan",,,,,,,,,,,,,
"Piura, Peru",,,,,,,,,,,,,
"Simiyu, Tanzania",,,,,,,,,,,,,
"Wien, Austria",,,,,,,,,,,,,
"Az Zarqā’, Jordan",,,,,,,,,,,,,
"North-West, Cameroon",,,,,,,,,,,,,
"Buxoro, Uzbekistan",,,,,,,,,,,,,
"Vojvodina, Serbia",,,,,,,,,,,,,
"Kiambu, Kenya",,,,,,,,,,,,,
"Shabeellaha Hoose, Somalia",,,,,,,,,,,,,
"Northern Ireland, United Kingdom",,,,,,,,,,,,,
"Orenburgskaya oblast', Russia",,,,,,,,,,,,,
"Rakhine, Myanmar",,,,,,,,,,,,,
"Boucle du Mouhoun, Burkina Faso",,,,,,,,,,,,,
"Équateur, Democratic Republic of the Congo",,,,,,,,,,,,,
"Phnom Penh [Phnum Pénh], Cambodia",,,,,,,,,,,,,
"Primorskiy kray, Russia",,,,,,,,,,,,,
"Avtonomna Respublika Krym, Ukraine",,,,,,,,,,,,,
"Dimashq, Syria",,,,,,,,,,,,,
"Okayama, Japan",,,,,,,,,,,,,
"Woqooyi Galbeed, Somalia",,,,,,,,,,,,,
"Misamis Oriental, Philippines",,,,,,,,,,,,,
"Totigi, Japan",,,,,,,,,,,,,
"South-West, Cameroon",,,,,,,,,,,,,
"Beograd, Serbia",,,,,,,,,,,,,
"Bengkulu, Indonesia",,,,,,,,,,,,,
"Singida, Tanzania",,,,,,,,,,,,,
"Gôh-Djiboua, Ivory Coast",,,,,,,,,,,,,
"Hải Phòng, Vietnam",,,,,,,,,,,,,
"Volta, Ghana",,,,,,,,,,,,,
"Vakinankaratra, Madagascar",,,,,,,,,,,,,
"Diyālá, Iraq",,,,,,,,,,,,,
"Western Area, Sierra Leone",,,,,,,,,,,,,
"Isabela, Philippines",,,,,,,,,,,,,
"Hovedstaden, Denmark",,,,,,,,,,,,,
"Gunma, Japan",,,,,,,,,,,,,
"Gharb Kurdufān, Sudan",,,,,,,,,,,,,
"Omskaya oblast', Russia",,,,,,,,,,,,,
"Masvingo, Zimbabwe",,,,,,,,,,,,,
"Chernihivska oblast, Ukraine",,,,,,,,,,,,,
"Bucureşti, Romania",,,,,,,,,,,,,
"Manyara, Tanzania",,,,,,,,,,,,,
"Nzérékoré, Guinea",,,,,,,,,,,,,
"Lorestān, Iran",,,,,,,,,,,,,
"Sinnār, Sudan",,,,,,,,,,,,,
"Tiền Giang, Vietnam",,,,,,,,,,,,,
"Vatovavy-Fitovinany, Madagascar",,,,,,,,,,,,,
"Thái Bình, Vietnam",,,,,,,,,,,,,
"Córdoba, Colombia",,,,,,,,,,,,,
"Long An, Vietnam",,,,,,,,,,,,,
"Oran, Algeria",,,,,,,,,,,,,
"Kiến Giang, Vietnam",,,,,,,,,,,,,
"Irbid, Jordan",,,,,,,,,,,,,
"Mersin, Turkey",,,,,,,,,,,,,
"Kocaeli, Turkey",,,,,,,,,,,,,
"Kentrikí Makedonía, Greece",,,,,,,,,,,,,
"Valparaíso, Chile",,,,,,,,,,,,,
"Xorazm, Uzbekistan",,,,,,,,,,,,,
"Diourbel, Senegal",,,,,,,,,,,,,
"Al Qādisīyah, Iraq",,,,,,,,,,,,,
"Idaho, USA",0.014500057469965272,0.7748862762668384,7.61263171424239,0.7718701369034737,1.9661072258465861,0.5735901030174444,33.57144661497902,0.04767098796915458,76.91744361424435,0.22042185088012212,0.5151910937698359,0.9527957095078716,0.9874647595902548
"Nam Ðịnh, Vietnam",,,,,,,,,,,,,
"Pwani, Tanzania",,,,,,,,,,,,,
"Montserrado, Liberia",,,,,,,,,,,,,
"Porto, Portugal",,,,,,,,,,,,,
"Southern, Sierra Leone",,,,,,,,,,,,,
"Ash Shāriqah, United Arab Emirates",,,,,,,,,,,,,
"Balkh, Afghanistan",,,,,,,,,,,,,
"Pathum Thani, Thailand",,,,,,,,,,,,,
"Qoraqalpog'iston Respublikasi, Uzbekistan",,,,,,,,,,,,,
"Ḩimş, Syria",,,,,,,,,,,,,
"Nonthaburi, Thailand",,,,,,,,,,,,,
"Hamburg, Germany",,,,,,,,,,,,,
"Sétif, Algeria",,,,,,,,,,,,,
"Diyarbakır, Turkey",,,,,,,,,,,,,
"Kwango, Democratic Republic of the Congo",,,,,,,,,,,,,
"Calabria, Italy",,,,,,,,,,,,,
"Lara, Venezuela",,,,,,,,,,,,,
"West Virginia, USA",0.007660618972229181,0.62397277534081,9.240593261142177,0.538658213225636,2.831741477207096,0.48508419618346316,36.807061557905115,0.17370884689920318,36.8627159970347,0.14671958304322175,0.33702009453450865,0.9621720382703619,0.9996930285883843
"South Australia, Australia",,,,,,,,,,,,,
"Kumamoto, Japan",,,,,,,,,,,,,
"Songkhla, Thailand",,,,,,,,,,,,,
"Budapest, Hungary",,,,,,,,,,,,,
"Mashonaland East, Zimbabwe",,,,,,,,,,,,,
"Mongala, Democratic Republic of the Congo",,,,,,,,,,,,,
"Ruvuma, Tanzania",,,,,,,,,,,,,
"Khon Kaen, Thailand",,,,,,,,,,,,,
"Kermānshāh, Iran",,,,,,,,,,,,,
"Markazī, Iran",,,,,,,,,,,,,
"Hormozgān, Iran",,,,,,,,,,,,,
"Jeollabuk-do, South Korea",,,,,,,,,,,,,
"Bukidnon, Philippines",,,,,,,,,,,,,
"Auckland, New Zealand",,,,,,,,,,,,,
"Drâa-Tafilalet, Morocco",,,,,,,,,,,,,
"Hải Dương, Vietnam",,,,,,,,,,,,,
"Biobío, Chile",,,,,,,,,,,,,
"Atsimo-Andrefana, Madagascar",,,,,,,,,,,,,
"Golestān, Iran",,,,,,,,,,,,,
"Bình Dương, Vietnam",,,,,,,,,,,,,
"Arunāchal Pradesh, India",,,,,,,,,,,,,
"Al Qaḑārif, Sudan",,,,,,,,,,,,,
"Rondônia, Brazil",,,,,,,,,,,,,
"Central, Zambia",,,,,,,,,,,,,
"Eastern, Sierra Leone",,,,,,,,,,,,,
"Pulau Pinang, Malaysia",,,,,,,,,,,,,
"Kayin, Myanmar",,,,,,,,,,,,,
"Jeollanam-do, South Korea",,,,,,,,,,,,,
"Kandahār, Afghanistan",,,,,,,,,,,,,
"Zachodniopomorskie, Poland",,,,,,,,,,,,,
"Djelfa, Algeria",,,,,,,,,,,,,
"Västra Götalands län, Sweden",,,,,,,,,,,,,
"Zaporizka oblast, Ukraine",,,,,,,,,,,,,
"Zacatecas, Mexico",,,,,,,,,,,,,
"Mie, Japan",,,,,,,,,,,,,
"Manisa, Turkey",,,,,,,,,,,,,
"Masqaţ, Oman",,,,,,,,,,,,,
"Centre-Nord, Burkina Faso",,,,,,,,,,,,,
"Bungoma, Kenya",,,,,,,,,,,,,
"Aragua, Venezuela",,,,,,,,,,,,,
"Littoral, Benin",,,,,,,,,,,,,
"Tucumán, Argentina",,,,,,,,,,,,,
"Kampala, Uganda",,,,,,,,,,,,,
"Niederösterreich, Austria",,,,,,,,,,,,,
"Adana, Turkey",,,,,,,,,,,,,
"Centre-Ouest, Burkina Faso",,,,,,,,,,,,,
"Bié, Angola",,,,,,,,,,,,,
"Panamá, Panama",,,,,,,,,,,,,
"Kirkūk, Iraq",,,,,,,,,,,,,
"Kyivska oblast, Ukraine",,,,,,,,,,,,,
"Ubon Ratchathani, Thailand",,,,,,,,,,,,,
"San Salvador, El Salvador",,,,,,,,,,,,,
"Vallée du Bandama, Ivory Coast",,,,,,,,,,,,,
"Nariño, Colombia",,,,,,,,,,,,,
"Daejeon-gwangyeoksi, South Korea",,,,,,,,,,,,,
"Pahang, Malaysia",,,,,,,,,,,,,
"Ðồng Tháp, Vietnam",,,,,,,,,,,,,
"Borgou, Benin",,,,,,,,,,,,,
"Lagunes, Ivory Coast",,,,,,,,,,,,,
"Kosovo-Metohija, Serbia",,,,,,,,,,,,,
"Uusimaa, Finland",,,,,,,,,,,,,
"Quintana Roo, Mexico",,,,,,,,,,,,,
"Haut-Uélé, Democratic Republic of the Congo",,,,,,,,,,,,,
"Northern, Zambia",,,,,,,,,,,,,
"Cibao Nord, Dominican Republic",,,,,,,,,,,,,
"San José, Costa Rica",,,,,,,,,,,,,
"Belgorodskaya oblast', Russia",,,,,,,,,,,,,
"Brazzaville, Congo",,,,,,,,,,,,,
"Khanty-Mansiyskiy avtonomnyy okrug, Russia",,,,,,,,,,,,,
"Kangwon-do [Kangweonto], North Korea",,,,,,,,,,,,,
"Ḩaḑramawt, Yemen",,,,,,,,,,,,,
"Chungcheongbuk-do, South Korea",,,,,,,,,,,,,
"Kagosima, Japan",,,,,,,,,,,,,
"Ardabīl, Iran",,,,,,,,,,,,,
"Luapula, Zambia",,,,,,,,,,,,,
"Sofia, Madagascar",,,,,,,,,,,,,
"Manabí, Ecuador",,,,,,,,,,,,,
"Puducherry, India",,,,,,,,,,,,,
"Ulaanbaatar, Mongolia",,,,,,,,,,,,,
"An Najaf, Iraq",,,,,,,,,,,,,
"Meru, Kenya",,,,,,,,,,,,,
"Tocantins, Brazil",,,,,,,,,,,,,
"Managua, Nicaragua",,,,,,,,,,,,,
"Kelantan, Malaysia",,,,,,,,,,,,,
"Nahr an Nīl, Sudan",,,,,,,,,,,,,
"Songwe, Tanzania",,,,,,,,,,,,,
"Næ̆gĕnahira paḷāta, Sri Lanka",,,,,,,,,,,,,
"Fāryāb, Afghanistan",,,,,,,,,,,,,
"Dumyāţ, Egypt",,,,,,,,,,,,,
"Kepulauan Bangka Belitung, Indonesia",,,,,,,,,,,,,
"Gangwon-do, South Korea",,,,,,,,,,,,,
"Mtwara, Tanzania",,,,,,,,,,,,,
"Tyumenskaya oblast', Russia",,,,,,,,,,,,,
"Goa, India",,,,,,,,,,,,,
"Vinnytska oblast, Ukraine",,,,,,,,,,,,,
"Cajamarca, Peru",,,,,,,,,,,,,
"Nord, Burkina Faso",,,,,,,,,,,,,
"Mecklenburg-Vorpommern, Germany",,,,,,,,,,,,,
"Sardegna, Italy",,,,,,,,,,,,,
"Negros Oriental, Philippines",,,,,,,,,,,,,
"Bolívar, Venezuela",,,,,,,,,,,,,
"Badakhshān, Afghanistan",,,,,,,,,,,,,
"Gia Lai, Vietnam",,,,,,,,,,,,,
"Murcia, Región de, Spain",,,,,,,,,,,,,
"Chagang-do [Jakangto], North Korea",,,,,,,,,,,,,
"Bắc Giang, Vietnam",,,,,,,,,,,,,
"South Cotabato, Philippines",,,,,,,,,,,,,
"Inhambane, Mozambique",,,,,,,,,,,,,
"Anzoátegui, Venezuela",,,,,,,,,,,,,
"Gaza, Mozambique",,,,,,,,,,,,,
"Sulawesi Barat, Indonesia",,,,,,,,,,,,,
"Samsun, Turkey",,,,,,,,,,,,,
"Junín, Peru",,,,,,,,,,,,,
"Liguria, Italy",,,,,,,,,,,,,
"Warmińsko-mazurskie, Poland",,,,,,,,,,,,,
"Marche, Italy",,,,,,,,,,,,,
"Bình Định, Vietnam",,,,,,,,,,,,,
"Maluku Utara, Indonesia",,,,,,,,,,,,,
"Siga, Japan",,,,,,,,,,,,,
"Takhār, Afghanistan",,,,,,,,,,,,,
"Mashonaland Central, Zimbabwe",,,,,,,,,,,,,
"Tel-Aviv, Israel",,,,,,,,,,,,,
"Puno, Peru",,,,,,,,,,,,,
"Baat Dambang [Batdâmbâng], Cambodia",,,,,,,,,,,,,
"Zürich, Switzerland",,,,,,,,,,,,,
"Chechenskaya Respublika, Russia",,,,,,,,,,,,,
"Homieĺskaja voblasć, Belarus",,,,,,,,,,,,,
"Davao del Norte, Philippines",,,,,,,,,,,,,
"Tanintharyi, Myanmar",,,,,,,,,,,,,
"Udmurtskaya Respublika, Russia",,,,,,,,,,,,,
"Madīnat Injamīnā, Chad",,,,,,,,,,,,,
"Wajir, Kenya",,,,,,,,,,,,,
