longname,Fair or poor self-rated health status %,Physical health not good for two weeks in last year %,Arthritis %,Current asthma %,High blood pressure %,Cancer (excluding skin cancer) %,Chronic kidney disease %,COPD %,Coronary heart disease %,Diagnosed diabetes %,Obesity %,Stroke %,Disability %,Hearing disability %,Vision disability %,Cognitive disability %,Mobility disability %,Self-care disability %,Independent living disability %,Binge drinking among adults %,Smoking %,No leisure-time physical activity %,Sleeping less than 7 hours %,Attended doctor in last year %,Attended dentist in last year %,Cholesterol screening in last year %
"La Habana, Cuba",,,,,,,,,,,,,,,,,,,,,,,,,,
"Huambo, Angola",,,,,,,,,,,,,,,,,,,,,,,,,,
"Tipaza, Algeria",,,,,,,,,,,,,,,,,,,,,,,,,,
"Āsīr, Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Sabaragamuva paḷāta, Sri Lanka",,,,,,,,,,,,,,,,,,,,,,,,,,
"País Vasco, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,
"Gihu, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kakamega, Kenya",,,,,,,,,,,,,,,,,,,,,,,,,,
"Castilla-La Mancha, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mendoza, Argentina",,,,,,,,,,,,,,,,,,,,,,,,,,
"Harare, Zimbabwe",,,,,,,,,,,,,,,,,,,,,,,,,,
"Āfar, Ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mashonaland West, Zimbabwe",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mont-Liban, Lebanon",,,,,,,,,,,,,,,,,,,,,,,,,,
"Horad Minsk, Belarus",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kachin, Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,,
"Distrito Federal, Venezuela",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kassalā, Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Morelos, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,
"Cortés, Honduras",,,,,,,,,,,,,,,,,,,,,,,,,,
"Shinyanga, Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,,
"Maluku, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Savanes, Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,,,
"Nāgāland, India",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mon, Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,,
"La Libertad, Peru",,,,,,,,,,,,,,,,,,,,,,,,,,
"West, Cameroon",,,,,,,,,,,,,,,,,,,,,,,,,,
"Midlands, Zimbabwe",,,,,,,,,,,,,,,,,,,,,,,,,,
"Est, Burkina Faso",,,,,,,,,,,,,,,,,,,,,,,,,,
"Nebraska, USA",0.1372444576920731,0.09655966703728334,0.23521401413190213,0.08789539835566614,0.30886962519751054,0.06640884925975774,0.027743894464272077,0.058547422318449886,0.05378788109310112,0.09387777517702044,0.370768090584602,0.02817067046053167,0.256343338551087,0.07027448358593358,0.04189437064778255,0.10812740725028351,0.11444826496577047,0.03339285359002844,0.06467621715723561,0.2040258382585277,0.1511513202937461,0.24784844198022038,0.2881380303119006,0.720340702352386,0.6588103963075624,0.7982871189069244
"Durango, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,
"Hatay, Turkey",,,,,,,,,,,,,,,,,,,,,,,,,,
"Hukusima, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Piura, Peru",,,,,,,,,,,,,,,,,,,,,,,,,,
"Simiyu, Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,,
"Wien, Austria",,,,,,,,,,,,,,,,,,,,,,,,,,
"Az Zarqā’, Jordan",,,,,,,,,,,,,,,,,,,,,,,,,,
"North-West, Cameroon",,,,,,,,,,,,,,,,,,,,,,,,,,
"Buxoro, Uzbekistan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Vojvodina, Serbia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiambu, Kenya",,,,,,,,,,,,,,,,,,,,,,,,,,
"Shabeellaha Hoose, Somalia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Northern Ireland, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,
"Orenburgskaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Rakhine, Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,,
"Boucle du Mouhoun, Burkina Faso",,,,,,,,,,,,,,,,,,,,,,,,,,
"Équateur, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,,
"Phnom Penh [Phnum Pénh], Cambodia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Primorskiy kray, Russia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Avtonomna Respublika Krym, Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,
"Dimashq, Syria",,,,,,,,,,,,,,,,,,,,,,,,,,
"Okayama, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Woqooyi Galbeed, Somalia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Misamis Oriental, Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,
"Totigi, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,
"South-West, Cameroon",,,,,,,,,,,,,,,,,,,,,,,,,,
"Beograd, Serbia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bengkulu, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Singida, Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,,
"Gôh-Djiboua, Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,,,
"Hải Phòng, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,
"Volta, Ghana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Vakinankaratra, Madagascar",,,,,,,,,,,,,,,,,,,,,,,,,,
"Diyālá, Iraq",,,,,,,,,,,,,,,,,,,,,,,,,,
"Western Area, Sierra Leone",,,,,,,,,,,,,,,,,,,,,,,,,,
"Isabela, Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,
"Hovedstaden, Denmark",,,,,,,,,,,,,,,,,,,,,,,,,,
"Gunma, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Gharb Kurdufān, Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Omskaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Masvingo, Zimbabwe",,,,,,,,,,,,,,,,,,,,,,,,,,
"Chernihivska oblast, Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bucureşti, Romania",,,,,,,,,,,,,,,,,,,,,,,,,,
"Manyara, Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,,
"Nzérékoré, Guinea",,,,,,,,,,,,,,,,,,,,,,,,,,
"Lorestān, Iran",,,,,,,,,,,,,,,,,,,,,,,,,,
"Sinnār, Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Tiền Giang, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,
"Vatovavy-Fitovinany, Madagascar",,,,,,,,,,,,,,,,,,,,,,,,,,
"Thái Bình, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,
"Córdoba, Colombia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Long An, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,
"Oran, Algeria",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiến Giang, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,
"Irbid, Jordan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mersin, Turkey",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kocaeli, Turkey",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kentrikí Makedonía, Greece",,,,,,,,,,,,,,,,,,,,,,,,,,
"Valparaíso, Chile",,,,,,,,,,,,,,,,,,,,,,,,,,
"Xorazm, Uzbekistan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Diourbel, Senegal",,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Qādisīyah, Iraq",,,,,,,,,,,,,,,,,,,,,,,,,,
"Idaho, USA",0.15119215059776384,0.11689135550451545,0.2364735693560931,0.10479804967453371,0.2972121706765847,0.06574374346869799,0.028905988867176213,0.06490298821018982,0.056654046565234574,0.09539722648200889,0.32942072562587654,0.028882810931962887,0.314827854066242,0.07803264706195971,0.049298680928941775,0.15335897306367866,0.1305040435129461,0.036522266679526606,0.07816896848544835,0.15739384655580593,0.15848965891000028,0.22449732875888273,0.3024171679888523,0.7163192631147827,0.6491450535170676,0.7881384729079414
"Nam Ðịnh, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,
"Pwani, Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,,
"Montserrado, Liberia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Porto, Portugal",,,,,,,,,,,,,,,,,,,,,,,,,,
"Southern, Sierra Leone",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ash Shāriqah, United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,
"Balkh, Afghanistan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Pathum Thani, Thailand",,,,,,,,,,,,,,,,,,,,,,,,,,
"Qoraqalpog'iston Respublikasi, Uzbekistan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ḩimş, Syria",,,,,,,,,,,,,,,,,,,,,,,,,,
"Nonthaburi, Thailand",,,,,,,,,,,,,,,,,,,,,,,,,,
"Hamburg, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,
"Sétif, Algeria",,,,,,,,,,,,,,,,,,,,,,,,,,
"Diyarbakır, Turkey",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kwango, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,,
"Calabria, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,
"Lara, Venezuela",,,,,,,,,,,,,,,,,,,,,,,,,,
"West Virginia, USA",0.22613451860120112,0.1553346988681804,0.341855943351698,0.11866029978084205,0.4099384055993318,0.0733674553289962,0.03407560159497516,0.11195670590418913,0.08399216568732186,0.13835791114106863,0.4091520526690623,0.03671647320831613,0.38860407381530243,0.08867018717198005,0.059839833270104587,0.18525221410421888,0.1965173982876707,0.047812561237551496,0.11245303096880475,0.12855673838226553,0.22012590576990498,0.30983728210348077,0.39737160788315584,0.7901746372143981,0.5615904009541717,0.8593945724765971
"South Australia, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kumamoto, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Songkhla, Thailand",,,,,,,,,,,,,,,,,,,,,,,,,,
"Budapest, Hungary",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mashonaland East, Zimbabwe",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mongala, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ruvuma, Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,,
"Khon Kaen, Thailand",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kermānshāh, Iran",,,,,,,,,,,,,,,,,,,,,,,,,,
"Markazī, Iran",,,,,,,,,,,,,,,,,,,,,,,,,,
"Hormozgān, Iran",,,,,,,,,,,,,,,,,,,,,,,,,,
"Jeollabuk-do, South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bukidnon, Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,
"Auckland, New Zealand",,,,,,,,,,,,,,,,,,,,,,,,,,
"Drâa-Tafilalet, Morocco",,,,,,,,,,,,,,,,,,,,,,,,,,
"Hải Dương, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,
"Biobío, Chile",,,,,,,,,,,,,,,,,,,,,,,,,,
"Atsimo-Andrefana, Madagascar",,,,,,,,,,,,,,,,,,,,,,,,,,
"Golestān, Iran",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bình Dương, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,
"Arunāchal Pradesh, India",,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Qaḑārif, Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Rondônia, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,
"Central, Zambia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Eastern, Sierra Leone",,,,,,,,,,,,,,,,,,,,,,,,,,
"Pulau Pinang, Malaysia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kayin, Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,,
"Jeollanam-do, South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kandahār, Afghanistan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Zachodniopomorskie, Poland",,,,,,,,,,,,,,,,,,,,,,,,,,
"Djelfa, Algeria",,,,,,,,,,,,,,,,,,,,,,,,,,
"Västra Götalands län, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,
"Zaporizka oblast, Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,
"Zacatecas, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mie, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Manisa, Turkey",,,,,,,,,,,,,,,,,,,,,,,,,,
"Masqaţ, Oman",,,,,,,,,,,,,,,,,,,,,,,,,,
"Centre-Nord, Burkina Faso",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bungoma, Kenya",,,,,,,,,,,,,,,,,,,,,,,,,,
"Aragua, Venezuela",,,,,,,,,,,,,,,,,,,,,,,,,,
"Littoral, Benin",,,,,,,,,,,,,,,,,,,,,,,,,,
"Tucumán, Argentina",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kampala, Uganda",,,,,,,,,,,,,,,,,,,,,,,,,,
"Niederösterreich, Austria",,,,,,,,,,,,,,,,,,,,,,,,,,
"Adana, Turkey",,,,,,,,,,,,,,,,,,,,,,,,,,
"Centre-Ouest, Burkina Faso",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bié, Angola",,,,,,,,,,,,,,,,,,,,,,,,,,
"Panamá, Panama",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kirkūk, Iraq",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyivska oblast, Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ubon Ratchathani, Thailand",,,,,,,,,,,,,,,,,,,,,,,,,,
"San Salvador, El Salvador",,,,,,,,,,,,,,,,,,,,,,,,,,
"Vallée du Bandama, Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,,,
"Nariño, Colombia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Daejeon-gwangyeoksi, South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,
"Pahang, Malaysia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ðồng Tháp, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,
"Borgou, Benin",,,,,,,,,,,,,,,,,,,,,,,,,,
"Lagunes, Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kosovo-Metohija, Serbia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Uusimaa, Finland",,,,,,,,,,,,,,,,,,,,,,,,,,
"Quintana Roo, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,
"Haut-Uélé, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,,,,,
"Northern, Zambia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Cibao Nord, Dominican Republic",,,,,,,,,,,,,,,,,,,,,,,,,,
"San José, Costa Rica",,,,,,,,,,,,,,,,,,,,,,,,,,
"Belgorodskaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Brazzaville, Congo",,,,,,,,,,,,,,,,,,,,,,,,,,
"Khanty-Mansiyskiy avtonomnyy okrug, Russia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kangwon-do [Kangweonto], North Korea",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ḩaḑramawt, Yemen",,,,,,,,,,,,,,,,,,,,,,,,,,
"Chungcheongbuk-do, South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kagosima, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ardabīl, Iran",,,,,,,,,,,,,,,,,,,,,,,,,,
"Luapula, Zambia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Sofia, Madagascar",,,,,,,,,,,,,,,,,,,,,,,,,,
"Manabí, Ecuador",,,,,,,,,,,,,,,,,,,,,,,,,,
"Puducherry, India",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ulaanbaatar, Mongolia",,,,,,,,,,,,,,,,,,,,,,,,,,
"An Najaf, Iraq",,,,,,,,,,,,,,,,,,,,,,,,,,
"Meru, Kenya",,,,,,,,,,,,,,,,,,,,,,,,,,
"Tocantins, Brazil",,,,,,,,,,,,,,,,,,,,,,,,,,
"Managua, Nicaragua",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kelantan, Malaysia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Nahr an Nīl, Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Songwe, Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,,
"Næ̆gĕnahira paḷāta, Sri Lanka",,,,,,,,,,,,,,,,,,,,,,,,,,
"Fāryāb, Afghanistan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Dumyāţ, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kepulauan Bangka Belitung, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Gangwon-do, South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mtwara, Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,,
"Tyumenskaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Goa, India",,,,,,,,,,,,,,,,,,,,,,,,,,
"Vinnytska oblast, Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,
"Cajamarca, Peru",,,,,,,,,,,,,,,,,,,,,,,,,,
"Nord, Burkina Faso",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mecklenburg-Vorpommern, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,
"Sardegna, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,
"Negros Oriental, Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolívar, Venezuela",,,,,,,,,,,,,,,,,,,,,,,,,,
"Badakhshān, Afghanistan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Gia Lai, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,
"Murcia, Región de, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,
"Chagang-do [Jakangto], North Korea",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bắc Giang, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,
"South Cotabato, Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,
"Inhambane, Mozambique",,,,,,,,,,,,,,,,,,,,,,,,,,
"Anzoátegui, Venezuela",,,,,,,,,,,,,,,,,,,,,,,,,,
"Gaza, Mozambique",,,,,,,,,,,,,,,,,,,,,,,,,,
"Sulawesi Barat, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsun, Turkey",,,,,,,,,,,,,,,,,,,,,,,,,,
"Junín, Peru",,,,,,,,,,,,,,,,,,,,,,,,,,
"Liguria, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,
"Warmińsko-mazurskie, Poland",,,,,,,,,,,,,,,,,,,,,,,,,,
"Marche, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bình Định, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,
"Maluku Utara, Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Siga, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Takhār, Afghanistan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mashonaland Central, Zimbabwe",,,,,,,,,,,,,,,,,,,,,,,,,,
"Tel-Aviv, Israel",,,,,,,,,,,,,,,,,,,,,,,,,,
"Puno, Peru",,,,,,,,,,,,,,,,,,,,,,,,,,
"Baat Dambang [Batdâmbâng], Cambodia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Zürich, Switzerland",,,,,,,,,,,,,,,,,,,,,,,,,,
"Chechenskaya Respublika, Russia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Homieĺskaja voblasć, Belarus",,,,,,,,,,,,,,,,,,,,,,,,,,
"Davao del Norte, Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanintharyi, Myanmar",,,,,,,,,,,,,,,,,,,,,,,,,,
"Udmurtskaya Respublika, Russia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Madīnat Injamīnā, Chad",,,,,,,,,,,,,,,,,,,,,,,,,,
"Wajir, Kenya",,,,,,,,,,,,,,,,,,,,,,,,,,
"Středočeský kraj, Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,
"Wāsiţ, Iraq",,,,,,,,,,,,,,,,,,,,,,,,,,
"Oberösterreich, Austria",,,,,,,,,,,,,,,,,,,,,,,,,,
"Idlib, Syria",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kandaal [Kândal], Cambodia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Okinawa, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Albay, Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,
"Sahel, Burkina Faso",,,,,,,,,,,,,,,,,,,,,,,,,,
"Hawaii, USA",0.1376955729390294,0.08586975335892578,0.18989199150285546,0.08603206510834098,0.27323235039249755,0.055933337853195306,0.02797454599760932,0.04195697980420127,0.0449053896836686,0.09711234140084844,0.24348179545337126,0.027751660007940028,0.2303167825335085,0.05996927060792144,0.04266199565748943,0.09906738232029035,0.09712745744934755,0.02935477616154272,0.056622632699621506,0.17633678130821054,0.11719087321424873,0.20745646665379344,0.40176204335976556,0.7136133961253751,0.7201986705010525,0.7977718491107644
"Lacs, Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kayseri, Turkey",,,,,,,,,,,,,,,,,,,,,,,,,,
"Quảng Nam, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,
"Atsinanana, Madagascar",,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Ismā‘īlīyah, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bresckaja voblasć, Belarus",,,,,,,,,,,,,,,,,,,,,,,,,,
"Cunene, Angola",,,,,,,,,,,,,,,,,,,,,,,,,,
"Tunis, Tunisia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Arequipa, Peru",,,,,,,,,,,,,,,,,,,,,,,,,,
"Karbalā’, Iraq",,,,,,,,,,,,,,,,,,,,,,,,,,
"Garissa, Kenya",,,,,,,,,,,,,,,,,,,,,,,,,,
"Malange, Angola",,,,,,,,,,,,,,,,,,,,,,,,,,
"HaTsafon, Israel",,,,,,,,,,,,,,,,,,,,,,,,,,
"Chon Buri, Thailand",,,,,,,,,,,,,,,,,,,,,,,,,,
"Tarlac, Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Ḩasakah, Syria",,,,,,,,,,,,,,,,,,,,,,,,,,
"Jāzān, Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Gwangju-gwangyeoksi, South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,
"Skåne län, Sweden",,,,,,,,,,,,,,,,,,,,,,,,,,
"Salta, Argentina",,,,,,,,,,,,,,,,,,,,,,,,,,
"Plateaux, Togo",,,,,,,,,,,,,,,,,,,,,,,,,,
"'Amrān, Yemen",,,,,,,,,,,,,,,,,,,,,,,,,,
"Northern, Sierra Leone",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bohol, Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,
"Shyghys Qazaqstan oblysy, Kazakhstan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Rukwa, Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,,
"Lâm Ðồng, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,
"Sofia (stolitsa), Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamaguti, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Alta Verapaz, Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,
"Sóc Trăng, Vietnam",,,,,,,,,,,,,,,,,,,,,,,,,,
"Qaraghandy oblysy, Kazakhstan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Balıkesir, Turkey",,,,,,,,,,,,,,,,,,,,,,,,,,
"Nayarit, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,
"Batna, Algeria",,,,,,,,,,,,,,,,,,,,,,,,,,
"Tul'skaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Aguascalientes, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mary, Turkmenistan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Al Uqşur, Egypt",,,,,,,,,,,,,,,,,,,,,,,,,,
"Moxico, Angola",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ghaznī, Afghanistan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ivano-Frankivska oblast, Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,
"Mombasa, Kenya",,,,,,,,,,,,,,,,,,,,,,,,,,
"Cauca, Colombia",,,,,,,,,,,,,,,,,,,,,,,,,,
"New Hampshire, USA",0.12371262831131825,0.09840284677454708,0.26240079573663755,0.11298453705907924,0.28192233454944654,0.07007189514542275,0.026506064212740325,0.06432574679251996,0.05189878307675002,0.0816184700287123,0.3188199070183217,0.026553667529767098,0.2522412908616614,0.06505051713165645,0.03603686427297948,0.11911314617167132,0.1068728463373289,0.028896837942744766,0.06456536748167394,0.16393141508013193,0.14343948758058425,0.20391097562753374,0.3167386573523056,0.7165335759083319,0.6894922529840084,0.8517403848489421
"Poltavska oblast, Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kisii, Kenya",,,,,,,,,,,,,,,,,,,,,,,,,,
"Nakhon Si Thammarat, Thailand",,,,,,,,,,,,,,,,,,,,,,,,,,
"North Western, Sierra Leone",,,,,,,,,,,,,,,,,,,,,,,,,,
"Uturumæ̆da paḷāta, Sri Lanka",,,,,,,,,,,,,,,,,,,,,,,,,,
"Entre Ríos, Argentina",,,,,,,,,,,,,,,,,,,,,,,,,,
"Maine, USA",0.14262943188881727,0.11369276539613078,0.28706435366854705,0.11779700309844661,0.3180159875872497,0.07541936882861784,0.03048330968773648,0.0809172445207862,0.06615605145408532,0.09526188630184479,0.3272690027568075,0.03089301592875037,0.30268292439893657,0.07647818515689125,0.04601921983762897,0.14584455589771828,0.13458565510958542,0.036243936209081694,0.07410060972427202,0.16416948531679026,0.16876361203505352,0.2613474536301119,0.31448571347229126,0.7687800446972859,0.6531652006396093,0.610902539964224
"Huehuetenango, Guatemala",,,,,,,,,,,,,,,,,,,,,,,,,,
"Ehime, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Cagayan, Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,
"Aragón, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,
"Tlaxcala, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,
"Almaty, Kazakhstan",,,,,,,,,,,,,,,,,,,,,,,,,,
"Kilifi, Kenya",,,,,,,,,,,,,,,,,,,,,,,,,,
"Penzenskaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,,,,,
"Cotabato, Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,
"Msila, Algeria",,,,,,,,,,,,,,,,,,,,,,,,,,
