longname,Citizen by Birth %,Citizen by Naturalization %,Non-citizen %,Born outside US %,Born in us outside state %,Born in state of residence %,Only English at Home %,Spanish at Home %,Other at Home %
"Western Australia, Australia",,,,,,,,,
"Al Baḩr al Aḩmar, Sudan",,,,,,,,,
"Sughd, Tajikistan",,,,,,,,,
"Nasarawa, Nigeria",,,,,,,,,
"Dosso, Niger",,,,,,,,,
"Krasnoyarskiy kray, Russia",,,,,,,,,
"Madhyama paḷāta, Sri Lanka",,,,,,,,,
"Gyeongsangbuk-do, South Korea",,,,,,,,,
"Copperbelt, Zambia",,,,,,,,,
"Kharkivska oblast, Ukraine",,,,,,,,,
"Davao del Sur, Philippines",,,,,,,,,
"Atlántico, Colombia",,,,,,,,,
"Kemerovskaya oblast', Russia",,,,,,,,,
"Dakuṇu paḷāta, Sri Lanka",,,,,,,,,
"Hwanghae-namdo [Hwanghainamto], North Korea",,,,,,,,,
"Bayelsa, Nigeria",,,,,,,,,
"Kalimantan Tengah, Indonesia",,,,,,,,,
"Arbīl, Iraq",,,,,,,,,
"Dodoma, Tanzania",,,,,,,,,
"An Nīl al Abyaḑ, Sudan",,,,,,,,,
"Sulawesi Utara, Indonesia",,,,,,,,,
"Sīstān va Balūchestān, Iran",,,,,,,,,
"Perak, Malaysia",,,,,,,,,
"Vayamba paḷāta, Sri Lanka",,,,,,,,,
"Antalya, Turkey",,,,,,,,,
"Sizuoka, Japan",,,,,,,,,
"Hauts-Bassins, Burkina Faso",,,,,,,,,
"Maputo (City), Mozambique",,,,,,,,,
"Noord-Brabant, Netherlands",,,,,,,,,
"Centre-Val de Loire, France",,,,,,,,,
"Surxondaryo, Uzbekistan",,,,,,,,,
"Permskiy kray, Russia",,,,,,,,,
"Volgogradskaya oblast', Russia",,,,,,,,,
"Brandenburg, Germany",,,,,,,,,
"HaMerkaz, Israel",,,,,,,,,
"Samut Prakan, Thailand",,,,,,,,,
"Bābil, Iraq",,,,,,,,,
"Miyagi, Japan",,,,,,,,,
"L'Oriental, Morocco",,,,,,,,,
"Miranda, Venezuela",,,,,,,,,
"Lvivska oblast, Ukraine",,,,,,,,,
"Stockholms län, Sweden",,,,,,,,,
"Galicia, Spain",,,,,,,,,
"Kyôto, Japan",,,,,,,,,
"Saratovskaya oblast', Russia",,,,,,,,,
"Quezon, Philippines",,,,,,,,,
"Kepulauan Riau, Indonesia",,,,,,,,,
"Nueva Ecija, Philippines",,,,,,,,,
"Łódzkie, Poland",,,,,,,,,
"Benguela, Angola",,,,,,,,,
"Al Madīnah al Munawwarah, Saudi Arabia",,,,,,,,,
"Bolívar, Colombia",,,,,,,,,
"Mandera, Kenya",,,,,,,,,
"Sergipe, Brazil",,,,,,,,,
"Sofala, Mozambique",,,,,,,,,
"Ciudad Autónoma de Buenos Aires, Argentina",,,,,,,,,
"Camarines Sur, Philippines",,,,,,,,,
"Nakuru, Kenya",,,,,,,,,
"Al Anbār, Iraq",,,,,,,,,
"Irkutskaya oblast', Russia",,,,,,,,,
"Manica, Mozambique",,,,,,,,,
"Daegu-gwangyeoksi, South Korea",,,,,,,,,
"Voronezhskaya oblast', Russia",,,,,,,,,
"Lisboa, Portugal",,,,,,,,,
"Dhī Qār, Iraq",,,,,,,,,
"Hamgyŏng-bukto [Hamkyeongpukto], North Korea",,,,,,,,,
"Ḩajjah, Yemen",,,,,,,,,
"Wilayah Persekutuan Kuala Lumpur, Malaysia",,,,,,,,,
"Đắk Lắk, Vietnam",,,,,,,,,
"Pomorskie, Poland",,,,,,,,,
"Odeska oblast, Ukraine",,,,,,,,,
"Mara, Tanzania",,,,,,,,,
"Nakhon Ratchasima, Thailand",,,,,,,,,
"Sud-Ubangi, Democratic Republic of the Congo",,,,,,,,,
"Arusha, Tanzania",,,,,,,,,
"Sharq Dārfūr, Sudan",,,,,,,,,
"Maniema, Democratic Republic of the Congo",,,,,,,,,
"Konya, Turkey",,,,,,,,,
"Alger, Algeria",,,,,,,,,
"Western, Ghana",,,,,,,,,
"Dahūk, Iraq",,,,,,,,,
"Southern, Zambia",,,,,,,,,
"Nangarhār, Afghanistan",,,,,,,,,
"Niigata, Japan",,,,,,,,,
"Castilla y León, Spain",,,,,,,,,
"Santander, Colombia",,,,,,,,,
"Altayskiy kray, Russia",,,,,,,,,
"Nord, Rwanda",,,,,,,,,
"Eastern, Zambia",,,,,,,,,
"Islamabad, Pakistan",,,,,,,,,
"Carabobo, Venezuela",,,,,,,,,
"Hwanghae-bukto [Hwanghaipukto], North Korea",,,,,,,,,
"Gaziantep, Turkey",,,,,,,,,
"Sachsen-Anhalt, Germany",,,,,,,,,
"Thiès, Senegal",,,,,,,,,
"Alborz, Iran",,,,,,,,,
"Northern, Ghana",,,,,,,,,
"Hamadān, Iran",,,,,,,,,
"Cần Thơ, Vietnam",,,,,,,,,
"An Giang, Vietnam",,,,,,,,,
"Cabo Delgado, Mozambique",,,,,,,,,
"Kilimanjaro, Tanzania",,,,,,,,,
"Querétaro, Mexico",,,,,,,,,
"Yucatán, Mexico",,,,,,,,,
"Chungcheongnam-do, South Korea",,,,,,,,,
"Manicaland, Zimbabwe",,,,,,,,,
"Gīlān, Iran",,,,,,,,,
"Podkarpackie, Poland",,,,,,,,,
"Leningradskaya oblast', Russia",,,,,,,,,
"Türkistan oblysy, Kazakhstan",,,,,,,,,
"Chiang Mai, Thailand",,,,,,,,,
"Kedah, Malaysia",,,,,,,,,
"Federacija Bosne i Hercegovine, Bosnia and Herzegovina",,,,,,,,,
"Canarias, Spain",,,,,,,,,
"Lubelskie, Poland",,,,,,,,,
"As Sulaymānīyah, Iraq",,,,,,,,,
"Gelderland, Netherlands",,,,,,,,,
"Niassa, Mozambique",,,,,,,,,
"New Mexico, USA",0.9083866905980291,0.03973658435757332,0.05187672504439745,0.09161330940196956,0.36530407714925595,0.5430826134487745,0.6701164106303322,0.25665753149120724,0.0732260578784605
"Şanlıurfa, Turkey",,,,,,,,,
"Mbeya, Tanzania",,,,,,,,,
"Artibonite, Haiti",,,,,,,,,
"Dhamār, Yemen",,,,,,,,,
"Gandaki, Nepal",,,,,,,,,
"Kujawsko-pomorskie, Poland",,,,,,,,,
"Cochabamba, Bolivia",,,,,,,,,
"Luhanska oblast, Ukraine",,,,,,,,,
"Nagano, Japan",,,,,,,,,
"Leyte, Philippines",,,,,,,,,
"Francisco Morazán, Honduras",,,,,,,,,
"Cuanza-Sul, Angola",,,,,,,,,
"Thüringen, Germany",,,,,,,,,
"La Habana, Cuba",,,,,,,,,
"Huambo, Angola",,,,,,,,,
"Tipaza, Algeria",,,,,,,,,
"Āsīr, Saudi Arabia",,,,,,,,,
"Sabaragamuva paḷāta, Sri Lanka",,,,,,,,,
"País Vasco, Spain",,,,,,,,,
"Gihu, Japan",,,,,,,,,
"Kakamega, Kenya",,,,,,,,,
"Castilla-La Mancha, Spain",,,,,,,,,
"Mendoza, Argentina",,,,,,,,,
"Harare, Zimbabwe",,,,,,,,,
"Āfar, Ethiopia",,,,,,,,,
"Mashonaland West, Zimbabwe",,,,,,,,,
"Mont-Liban, Lebanon",,,,,,,,,
"Horad Minsk, Belarus",,,,,,,,,
"Kachin, Myanmar",,,,,,,,,
"Distrito Federal, Venezuela",,,,,,,,,
"Kassalā, Sudan",,,,,,,,,
"Morelos, Mexico",,,,,,,,,
"Cortés, Honduras",,,,,,,,,
"Shinyanga, Tanzania",,,,,,,,,
"Maluku, Indonesia",,,,,,,,,
"Savanes, Ivory Coast",,,,,,,,,
"Nāgāland, India",,,,,,,,,
"Mon, Myanmar",,,,,,,,,
"La Libertad, Peru",,,,,,,,,
"West, Cameroon",,,,,,,,,
"Midlands, Zimbabwe",,,,,,,,,
"Est, Burkina Faso",,,,,,,,,
"Nebraska, USA",0.9255872466025807,0.0308140488244806,0.0435987045729387,0.07441275339742165,0.27808535060568484,0.6475018959968936,0.8815708261031956,0.07736288356359701,0.041066290333207384
"Durango, Mexico",,,,,,,,,
"Hatay, Turkey",,,,,,,,,
"Hukusima, Japan",,,,,,,,,
"Piura, Peru",,,,,,,,,
"Simiyu, Tanzania",,,,,,,,,
"Wien, Austria",,,,,,,,,
"Az Zarqā’, Jordan",,,,,,,,,
"North-West, Cameroon",,,,,,,,,
"Buxoro, Uzbekistan",,,,,,,,,
"Vojvodina, Serbia",,,,,,,,,
"Kiambu, Kenya",,,,,,,,,
"Shabeellaha Hoose, Somalia",,,,,,,,,
"Northern Ireland, United Kingdom",,,,,,,,,
"Orenburgskaya oblast', Russia",,,,,,,,,
"Rakhine, Myanmar",,,,,,,,,
"Boucle du Mouhoun, Burkina Faso",,,,,,,,,
"Équateur, Democratic Republic of the Congo",,,,,,,,,
"Phnom Penh [Phnum Pénh], Cambodia",,,,,,,,,
"Primorskiy kray, Russia",,,,,,,,,
"Avtonomna Respublika Krym, Ukraine",,,,,,,,,
"Dimashq, Syria",,,,,,,,,
"Okayama, Japan",,,,,,,,,
"Woqooyi Galbeed, Somalia",,,,,,,,,
"Misamis Oriental, Philippines",,,,,,,,,
"Totigi, Japan",,,,,,,,,
"South-West, Cameroon",,,,,,,,,
"Beograd, Serbia",,,,,,,,,
"Bengkulu, Indonesia",,,,,,,,,
"Singida, Tanzania",,,,,,,,,
"Gôh-Djiboua, Ivory Coast",,,,,,,,,
"Hải Phòng, Vietnam",,,,,,,,,
"Volta, Ghana",,,,,,,,,
"Vakinankaratra, Madagascar",,,,,,,,,
"Diyālá, Iraq",,,,,,,,,
"Western Area, Sierra Leone",,,,,,,,,
"Isabela, Philippines",,,,,,,,,
"Hovedstaden, Denmark",,,,,,,,,
"Gunma, Japan",,,,,,,,,
"Gharb Kurdufān, Sudan",,,,,,,,,
"Omskaya oblast', Russia",,,,,,,,,
"Masvingo, Zimbabwe",,,,,,,,,
"Chernihivska oblast, Ukraine",,,,,,,,,
"Bucureşti, Romania",,,,,,,,,
"Manyara, Tanzania",,,,,,,,,
"Nzérékoré, Guinea",,,,,,,,,
"Lorestān, Iran",,,,,,,,,
"Sinnār, Sudan",,,,,,,,,
"Tiền Giang, Vietnam",,,,,,,,,
"Vatovavy-Fitovinany, Madagascar",,,,,,,,,
"Thái Bình, Vietnam",,,,,,,,,
"Córdoba, Colombia",,,,,,,,,
"Long An, Vietnam",,,,,,,,,
"Oran, Algeria",,,,,,,,,
"Kiến Giang, Vietnam",,,,,,,,,
"Irbid, Jordan",,,,,,,,,
"Mersin, Turkey",,,,,,,,,
"Kocaeli, Turkey",,,,,,,,,
"Kentrikí Makedonía, Greece",,,,,,,,,
"Valparaíso, Chile",,,,,,,,,
"Xorazm, Uzbekistan",,,,,,,,,
"Diourbel, Senegal",,,,,,,,,
"Al Qādisīyah, Iraq",,,,,,,,,
"Idaho, USA",0.9423962128860573,0.02502957302785273,0.03257421408608997,0.057603787113942866,0.48379596791154084,0.4586002449745163,0.8922752391774852,0.0807456820743011,0.02697907874821374
"Nam Ðịnh, Vietnam",,,,,,,,,
"Pwani, Tanzania",,,,,,,,,
"Montserrado, Liberia",,,,,,,,,
"Porto, Portugal",,,,,,,,,
"Southern, Sierra Leone",,,,,,,,,
"Ash Shāriqah, United Arab Emirates",,,,,,,,,
"Balkh, Afghanistan",,,,,,,,,
"Pathum Thani, Thailand",,,,,,,,,
"Qoraqalpog'iston Respublikasi, Uzbekistan",,,,,,,,,
"Ḩimş, Syria",,,,,,,,,
"Nonthaburi, Thailand",,,,,,,,,
"Hamburg, Germany",,,,,,,,,
"Sétif, Algeria",,,,,,,,,
"Diyarbakır, Turkey",,,,,,,,,
"Kwango, Democratic Republic of the Congo",,,,,,,,,
"Calabria, Italy",,,,,,,,,
"Lara, Venezuela",,,,,,,,,
"West Virginia, USA",0.9839717376419469,0.00851797619482806,0.007510286163225046,0.01602826235805313,0.2935565862957709,0.6904151513461759,0.9752970642575238,0.010018853207022135,0.014684082535454026
"South Australia, Australia",,,,,,,,,
"Kumamoto, Japan",,,,,,,,,
"Songkhla, Thailand",,,,,,,,,
"Budapest, Hungary",,,,,,,,,
"Mashonaland East, Zimbabwe",,,,,,,,,
"Mongala, Democratic Republic of the Congo",,,,,,,,,
"Ruvuma, Tanzania",,,,,,,,,
"Khon Kaen, Thailand",,,,,,,,,
"Kermānshāh, Iran",,,,,,,,,
"Markazī, Iran",,,,,,,,,
"Hormozgān, Iran",,,,,,,,,
"Jeollabuk-do, South Korea",,,,,,,,,
"Bukidnon, Philippines",,,,,,,,,
"Auckland, New Zealand",,,,,,,,,
"Drâa-Tafilalet, Morocco",,,,,,,,,
"Hải Dương, Vietnam",,,,,,,,,
"Biobío, Chile",,,,,,,,,
"Atsimo-Andrefana, Madagascar",,,,,,,,,
"Golestān, Iran",,,,,,,,,
"Bình Dương, Vietnam",,,,,,,,,
"Arunāchal Pradesh, India",,,,,,,,,
"Al Qaḑārif, Sudan",,,,,,,,,
"Rondônia, Brazil",,,,,,,,,
"Central, Zambia",,,,,,,,,
"Eastern, Sierra Leone",,,,,,,,,
"Pulau Pinang, Malaysia",,,,,,,,,
"Kayin, Myanmar",,,,,,,,,
"Jeollanam-do, South Korea",,,,,,,,,
"Kandahār, Afghanistan",,,,,,,,,
"Zachodniopomorskie, Poland",,,,,,,,,
"Djelfa, Algeria",,,,,,,,,
"Västra Götalands län, Sweden",,,,,,,,,
"Zaporizka oblast, Ukraine",,,,,,,,,
"Zacatecas, Mexico",,,,,,,,,
"Mie, Japan",,,,,,,,,
"Manisa, Turkey",,,,,,,,,
"Masqaţ, Oman",,,,,,,,,
"Centre-Nord, Burkina Faso",,,,,,,,,
"Bungoma, Kenya",,,,,,,,,
"Aragua, Venezuela",,,,,,,,,
"Littoral, Benin",,,,,,,,,
"Tucumán, Argentina",,,,,,,,,
"Kampala, Uganda",,,,,,,,,
"Niederösterreich, Austria",,,,,,,,,
"Adana, Turkey",,,,,,,,,
"Centre-Ouest, Burkina Faso",,,,,,,,,
"Bié, Angola",,,,,,,,,
"Panamá, Panama",,,,,,,,,
"Kirkūk, Iraq",,,,,,,,,
"Kyivska oblast, Ukraine",,,,,,,,,
"Ubon Ratchathani, Thailand",,,,,,,,,
"San Salvador, El Salvador",,,,,,,,,
"Vallée du Bandama, Ivory Coast",,,,,,,,,
"Nariño, Colombia",,,,,,,,,
"Daejeon-gwangyeoksi, South Korea",,,,,,,,,
"Pahang, Malaysia",,,,,,,,,
"Ðồng Tháp, Vietnam",,,,,,,,,
"Borgou, Benin",,,,,,,,,
"Lagunes, Ivory Coast",,,,,,,,,
"Kosovo-Metohija, Serbia",,,,,,,,,
"Uusimaa, Finland",,,,,,,,,
"Quintana Roo, Mexico",,,,,,,,,
"Haut-Uélé, Democratic Republic of the Congo",,,,,,,,,
"Northern, Zambia",,,,,,,,,
"Cibao Nord, Dominican Republic",,,,,,,,,
"San José, Costa Rica",,,,,,,,,
"Belgorodskaya oblast', Russia",,,,,,,,,
"Brazzaville, Congo",,,,,,,,,
"Khanty-Mansiyskiy avtonomnyy okrug, Russia",,,,,,,,,
"Kangwon-do [Kangweonto], North Korea",,,,,,,,,
"Ḩaḑramawt, Yemen",,,,,,,,,
"Chungcheongbuk-do, South Korea",,,,,,,,,
"Kagosima, Japan",,,,,,,,,
"Ardabīl, Iran",,,,,,,,,
"Luapula, Zambia",,,,,,,,,
"Sofia, Madagascar",,,,,,,,,
"Manabí, Ecuador",,,,,,,,,
"Puducherry, India",,,,,,,,,
"Ulaanbaatar, Mongolia",,,,,,,,,
"An Najaf, Iraq",,,,,,,,,
"Meru, Kenya",,,,,,,,,
"Tocantins, Brazil",,,,,,,,,
"Managua, Nicaragua",,,,,,,,,
"Kelantan, Malaysia",,,,,,,,,
"Nahr an Nīl, Sudan",,,,,,,,,
"Songwe, Tanzania",,,,,,,,,
"Næ̆gĕnahira paḷāta, Sri Lanka",,,,,,,,,
"Fāryāb, Afghanistan",,,,,,,,,
"Dumyāţ, Egypt",,,,,,,,,
"Kepulauan Bangka Belitung, Indonesia",,,,,,,,,
"Gangwon-do, South Korea",,,,,,,,,
"Mtwara, Tanzania",,,,,,,,,
"Tyumenskaya oblast', Russia",,,,,,,,,
"Goa, India",,,,,,,,,
"Vinnytska oblast, Ukraine",,,,,,,,,
"Cajamarca, Peru",,,,,,,,,
"Nord, Burkina Faso",,,,,,,,,
"Mecklenburg-Vorpommern, Germany",,,,,,,,,
"Sardegna, Italy",,,,,,,,,
"Negros Oriental, Philippines",,,,,,,,,
"Bolívar, Venezuela",,,,,,,,,
"Badakhshān, Afghanistan",,,,,,,,,
"Gia Lai, Vietnam",,,,,,,,,
"Murcia, Región de, Spain",,,,,,,,,
"Chagang-do [Jakangto], North Korea",,,,,,,,,
"Bắc Giang, Vietnam",,,,,,,,,
"South Cotabato, Philippines",,,,,,,,,
"Inhambane, Mozambique",,,,,,,,,
"Anzoátegui, Venezuela",,,,,,,,,
"Gaza, Mozambique",,,,,,,,,
"Sulawesi Barat, Indonesia",,,,,,,,,
"Samsun, Turkey",,,,,,,,,
"Junín, Peru",,,,,,,,,
"Liguria, Italy",,,,,,,,,
"Warmińsko-mazurskie, Poland",,,,,,,,,
"Marche, Italy",,,,,,,,,
"Bình Định, Vietnam",,,,,,,,,
"Maluku Utara, Indonesia",,,,,,,,,
"Siga, Japan",,,,,,,,,
"Takhār, Afghanistan",,,,,,,,,
"Mashonaland Central, Zimbabwe",,,,,,,,,
"Tel-Aviv, Israel",,,,,,,,,
"Puno, Peru",,,,,,,,,
"Baat Dambang [Batdâmbâng], Cambodia",,,,,,,,,
"Zürich, Switzerland",,,,,,,,,
"Chechenskaya Respublika, Russia",,,,,,,,,
"Homieĺskaja voblasć, Belarus",,,,,,,,,
"Davao del Norte, Philippines",,,,,,,,,
"Tanintharyi, Myanmar",,,,,,,,,
"Udmurtskaya Respublika, Russia",,,,,,,,,
"Madīnat Injamīnā, Chad",,,,,,,,,
"Wajir, Kenya",,,,,,,,,
"Středočeský kraj, Czech Republic",,,,,,,,,
"Wāsiţ, Iraq",,,,,,,,,
"Oberösterreich, Austria",,,,,,,,,
"Idlib, Syria",,,,,,,,,
"Kandaal [Kândal], Cambodia",,,,,,,,,
"Okinawa, Japan",,,,,,,,,
"Albay, Philippines",,,,,,,,,
"Sahel, Burkina Faso",,,,,,,,,
"Hawaii, USA",0.8177822666501524,0.1083092682399886,0.07390846510985898,0.18221773334984803,0.2889942931623792,0.5287879734877727,0.7409851447598432,0.023009345313014035,0.23600550992714273
"Lacs, Ivory Coast",,,,,,,,,
"Kayseri, Turkey",,,,,,,,,
"Quảng Nam, Vietnam",,,,,,,,,
"Atsinanana, Madagascar",,,,,,,,,
"Al Ismā‘īlīyah, Egypt",,,,,,,,,
"Bresckaja voblasć, Belarus",,,,,,,,,
"Cunene, Angola",,,,,,,,,
"Tunis, Tunisia",,,,,,,,,
"Arequipa, Peru",,,,,,,,,
"Karbalā’, Iraq",,,,,,,,,
"Garissa, Kenya",,,,,,,,,
"Malange, Angola",,,,,,,,,
"HaTsafon, Israel",,,,,,,,,
"Chon Buri, Thailand",,,,,,,,,
"Tarlac, Philippines",,,,,,,,,
"Al Ḩasakah, Syria",,,,,,,,,
"Jāzān, Saudi Arabia",,,,,,,,,
"Gwangju-gwangyeoksi, South Korea",,,,,,,,,
"Skåne län, Sweden",,,,,,,,,
"Salta, Argentina",,,,,,,,,
"Plateaux, Togo",,,,,,,,,
"'Amrān, Yemen",,,,,,,,,
"Northern, Sierra Leone",,,,,,,,,
"Bohol, Philippines",,,,,,,,,
"Shyghys Qazaqstan oblysy, Kazakhstan",,,,,,,,,
"Rukwa, Tanzania",,,,,,,,,
"Lâm Ðồng, Vietnam",,,,,,,,,
"Sofia (stolitsa), Bulgaria",,,,,,,,,
"Yamaguti, Japan",,,,,,,,,
"Alta Verapaz, Guatemala",,,,,,,,,
"Sóc Trăng, Vietnam",,,,,,,,,
"Qaraghandy oblysy, Kazakhstan",,,,,,,,,
"Balıkesir, Turkey",,,,,,,,,
"Nayarit, Mexico",,,,,,,,,
"Batna, Algeria",,,,,,,,,
"Tul'skaya oblast', Russia",,,,,,,,,
"Aguascalientes, Mexico",,,,,,,,,
"Mary, Turkmenistan",,,,,,,,,
"Al Uqşur, Egypt",,,,,,,,,
"Moxico, Angola",,,,,,,,,
"Ghaznī, Afghanistan",,,,,,,,,
"Ivano-Frankivska oblast, Ukraine",,,,,,,,,
"Mombasa, Kenya",,,,,,,,,
"Cauca, Colombia",,,,,,,,,
"New Hampshire, USA",0.9395821385477799,0.034685462610244626,0.02573239884197546,0.06041786145221958,0.5283855111483267,0.41119662739945373,0.9196758199500256,0.024803257221858898,0.05552092282811547
"Poltavska oblast, Ukraine",,,,,,,,,
"Kisii, Kenya",,,,,,,,,
"Nakhon Si Thammarat, Thailand",,,,,,,,,
"North Western, Sierra Leone",,,,,,,,,
"Uturumæ̆da paḷāta, Sri Lanka",,,,,,,,,
"Entre Ríos, Argentina",,,,,,,,,
"Maine, USA",0.9636724265541886,0.019899671459853815,0.016427901985957692,0.03632757344581241,0.3459107317072061,0.6177616948469814,0.9410092428343569,0.009217875112744387,0.04977288205289846
"Huehuetenango, Guatemala",,,,,,,,,
"Ehime, Japan",,,,,,,,,
"Cagayan, Philippines",,,,,,,,,
"Aragón, Spain",,,,,,,,,
"Tlaxcala, Mexico",,,,,,,,,
"Almaty, Kazakhstan",,,,,,,,,
"Kilifi, Kenya",,,,,,,,,
"Penzenskaya oblast', Russia",,,,,,,,,
"Cotabato, Philippines",,,,,,,,,
"Msila, Algeria",,,,,,,,,
"Nuwākshūţ, Mauritania",,,,,,,,,
"Manitoba, Canada",,,,,,,,,
"Boké, Guinea",,,,,,,,,
"Palawan, Philippines",,,,,,,,,
"Van, Turkey",,,,,,,,,
"Comoé, Ivory Coast",,,,,,,,,
"Tây Ninh, Vietnam",,,,,,,,,
"Praha, Hlavní město, Czech Republic",,,,,,,,,
"Cusco, Peru",,,,,,,,,
"Midtjylland, Denmark",,,,,,,,,
"Nagasaki, Japan",,,,,,,,,
"Misiones, Argentina",,,,,,,,,
"Atsimo-Atsinanana, Madagascar",,,,,,,,,
"Al Qaşīm, Saudi Arabia",,,,,,,,,
"Blida, Algeria",,,,,,,,,
"Tolima, Colombia",,,,,,,,,
"Khabarovskiy kray, Russia",,,,,,,,,
"Mai-Ndombe, Democratic Republic of the Congo",,,,,,,,,
"Boumerdès, Algeria",,,,,,,,,
"Ūva paḷāta, Sri Lanka",,,,,,,,,
"Northern Cape, South Africa",,,,,,,,,
"Chlef, Algeria",,,,,,,,,
"Jonglei, South Sudan",,,,,,,,,
"Mzimba, Malawi",,,,,,,,,
"Bīnshangul Gumuz, Ethiopia",,,,,,,,,
"Minskaja voblasć, Belarus",,,,,,,,,
"Quảng Ngãi, Vietnam",,,,,,,,,
"Helmand, Afghanistan",,,,,,,,,
"Lambayeque, Peru",,,,,,,,,
"North East, Singapore",,,,,,,,,
"Montevideo, Uruguay",,,,,,,,,
"Gorontalo, Indonesia",,,,,,,,,
"Mizoram, India",,,,,,,,,
"Vladimirskaya oblast', Russia",,,,,,,,,
"Jizzax, Uzbekistan",,,,,,,,,
"Utrecht, Netherlands",,,,,,,,,
"Bến Tre, Vietnam",,,,,,,,,
"Norte de Santander, Colombia",,,,,,,,,
"Shymkent, Kazakhstan",,,,,,,,,
"Tshuapa, Democratic Republic of the Congo",,,,,,,,,
"Blantyre, Malawi",,,,,,,,,
"Chiang Rai, Thailand",,,,,,,,,
"Ḩamāh, Syria",,,,,,,,,
"Kordestān, Iran",,,,,,,,,
"Daşoguz, Turkmenistan",,,,,,,,,
"Aswān, Egypt",,,,,,,,,
"Adamaoua, Cameroon",,,,,,,,,
"Atlantique, Benin",,,,,,,,,
"Ville de Kigali, Rwanda",,,,,,,,,
"Munster, Ireland",,,,,,,,,
"Jalal-Abad, Kyrgyzstan",,,,,,,,,
"Magdalena, Colombia",,,,,,,,,
"Uasin Gishu, Kenya",,,,,,,,,
"Nara, Japan",,,,,,,,,
"Cà Mau, Vietnam",,,,,,,,,
"Bình Phước, Vietnam",,,,,,,,,
"Maysān, Iraq",,,,,,,,,
"Şan‘ā’, Yemen",,,,,,,,,
"Hưng Yên, Vietnam",,,,,,,,,
"Abruzzo, Italy",,,,,,,,,
"North West, Singapore",,,,,,,,,
"Aomori, Japan",,,,,,,,,
"Savanes, Togo",,,,,,,,,
"Machakos, Kenya",,,,,,,,,
"Karnali, Nepal",,,,,,,,,
"Cabinda, Angola",,,,,,,,,
"Zakarpatska oblast, Ukraine",,,,,,,,,
"Steiermark, Austria",,,,,,,,,
"Ul'yanovskaya oblast', Russia",,,,,,,,,
"Iwate, Japan",,,,,,,,,
"Viciebskaja voblasć, Belarus",,,,,,,,,
"Tverskaya oblast', Russia",,,,,,,,,
"Dayr az Zawr, Syria",,,,,,,,,
"Baghlān, Afghanistan",,,,,,,,,
"Khmelnytska oblast, Ukraine",,,,,,,,,
"Quiché, Guatemala",,,,,,,,,
"Lebap, Turkmenistan",,,,,,,,,
"Świętokrzyskie, Poland",,,,,,,,,
"Lanao del Norte, Philippines",,,,,,,,,
"Yaroslavskaya oblast', Russia",,,,,,,,,
"Syddanmark, Denmark",,,,,,,,,
"Bà Rịa - Vũng Tàu, Vietnam",,,,,,,,,
"Bruxelles-Capitale: Région de, Belgium",,,,,,,,,
"HaDarom, Israel",,,,,,,,,
"An Nīl al Azraq, Sudan",,,,,,,,,
"Central, Paraguay",,,,,,,,,
"Alibori, Benin",,,,,,,,,
"Bình Thuận, Vietnam",,,,,,,,,
"Wādī Fīrā’, Chad",,,,,,,,,
"Nord-Ubangi, Democratic Republic of the Congo",,,,,,,,,
"Friuli Venezia Giulia, Italy",,,,,,,,,
"South West, Singapore",,,,,,,,,
"Hà Tĩnh, Vietnam",,,,,,,,,
"Nord, Haiti",,,,,,,,,
"Kahramanmaraş, Turkey",,,,,,,,,
"Khánh Hòa, Vietnam",,,,,,,,,
"Papua Barat, Indonesia",,,,,,,,,
"Viken, Norway",,,,,,,,,
"Central Equatoria, South Sudan",,,,,,,,,
"Labé, Guinea",,,,,,,,,
"El Callao, Peru",,,,,,,,,
"San Marcos, Guatemala",,,,,,,,,
"Analanjirofo, Madagascar",,,,,,,,,
"Zhytomyrska oblast, Ukraine",,,,,,,,,
"Táchira, Venezuela",,,,,,,,,
"Mangochi, Malawi",,,,,,,,,
"Pest, Hungary",,,,,,,,,
"Illes Balears, Spain",,,,,,,,,
"Bryanskaya oblast', Russia",,,,,,,,,
"Kisumu, Kenya",,,,,,,,,
"Boeny, Madagascar",,,,,,,,,
"Cherkaska oblast, Ukraine",,,,,,,,,
"Faranah, Guinea",,,,,,,,,
"Buri Ram, Thailand",,,,,,,,,
"Quảng Ninh, Vietnam",,,,,,,,,
"Podlaskie, Poland",,,,,,,,,
"Zamboanga del Sur, Philippines",,,,,,,,,
"Chaco, Argentina",,,,,,,,,
"Overijssel, Netherlands",,,,,,,,,
"Zamboanga del Norte, Philippines",,,,,,,,,
"Waddāy, Chad",,,,,,,,,
"Chuvashskaya Respublika, Russia",,,,,,,,,
"Laḩij, Yemen",,,,,,,,,
"Tlemcen, Algeria",,,,,,,,,
"Bishkek Shaary, Kyrgyzstan",,,,,,,,,
"Haute-Matsiatra, Madagascar",,,,,,,,,
"Jihomoravský kraj, Czech Republic",,,,,,,,,
"Vĩnh Long, Vietnam",,,,,,,,,
"Kirovskaya oblast', Russia",,,,,,,,,
"Ouémé, Benin",,,,,,,,,
"Kunduz, Afghanistan",,,,,,,,,
"Boyacá, Colombia",,,,,,,,,
"Maputo (Province), Mozambique",,,,,,,,,
"Bas-Uélé, Democratic Republic of the Congo",,,,,,,,,
"Kitui, Kenya",,,,,,,,,
"Valdesia, Dominican Republic",,,,,,,,,
