longname,PW Density (250m) [StatCan],PW Density (500m) [StatCan],PW Density (2km) [StatCan],PW Density (4km) [StatCan]
"Contrecoeur Population Center, QC, Canada",2593.886610068014,1729.463663485271,528.5061145601668,167.0662120039046
"Hanover Population Center, ON, Canada",1981.141044873553,1580.6447847008108,581.8861187963826,179.74558822064063
"Goderich Population Center, ON, Canada",1832.9785827291844,1569.5435415514462,628.2726743102143,188.98698022394083
"Revelstoke Population Center, BC, Canada",1501.7659757424965,833.9145903315581,308.690777373596,142.52414961117833
"Mont-Laurier Population Center, QC, Canada",1468.2970409943073,941.1248331495211,437.9130329745799,173.96068140109983
"L'Épiphanie Population Center, QC, Canada",2408.3519309511425,1529.063949115341,451.9243733551259,203.37968615326824
"Grand Centre Population Center, AB, Canada",1791.5568256797603,1078.4111882289856,350.85657428974025,156.74000935431113
"La Tuque Population Center, QC, Canada",2026.871123001993,1477.1293088893672,444.46546767341414,160.34438853995098
"Stephenville Population Center, NL, Canada",1594.3809325862483,1093.6650917931363,407.07369045844723,154.52921270298165
"The Pas Population Center, MB, Canada",1991.397563598096,1302.3965908147152,410.4201774120366,143.2479628746869
"Shawnigan - Mill Bay Population Center, BC, Canada",1457.5514990596778,615.1316485094408,218.8981913715801,132.29529621052734
"St. Marys Population Center, ON, Canada",1859.9972182269262,1031.015658956802,477.32699422182145,153.54649341267276
"Angers Population Center, QC, Canada",2996.6582847993864,2116.1977919830942,581.546889049959,235.99959337158003
"Cold Lake Population Center, AB, Canada",1953.7856393604375,1242.49914652255,447.6282171945714,171.69162172077532
"Fort Frances Population Center, ON, Canada",1564.2737551179096,1114.0589910140673,367.59508550382907,137.97337153179635
"Kingston - Greenwood Population Center, NS, Canada",1430.2912635271155,684.9903537457794,258.9358467559803,171.41802654379043
"Kapuskasing Population Center, ON, Canada",1503.4438396812395,936.4978464955658,409.8284779774357,151.0257206242485
"Ponoka Population Center, AB, Canada",1561.9520434131816,1101.3884189247196,475.51348375114776,155.02000962817095
"Plessisville Population Center, QC, Canada",1788.6776383157242,1567.9059088266445,540.8747130539213,157.0841596256778
"Saint-Rémi Population Center, QC, Canada",2621.8280463972774,1912.7956521723888,538.8701706634645,184.02340420311663
"Innisfail Population Center, AB, Canada",2212.0490034177014,1534.3692519745707,579.5123428391755,162.41736989500924
"Happy Valley-Goose Bay Population Center, NL, Canada",1127.0026323587194,746.2499558607236,267.85950955429814,117.16547391628805
"Iqaluit Population Center, NU, Canada",2005.3746843974466,1225.8594073009758,442.80880057746714,140.4655802839467
"Drayton Valley Population Center, AB, Canada",1992.3900833000164,1340.1607959973394,550.8607068479473,160.64247380704853
"Sturgeon Falls Population Center, ON, Canada",1641.5259638259058,1262.1187450395637,536.6454102048294,167.9451228936107
"Bay Roberts Population Center, NL, Canada",1041.4985019138242,465.7701139038681,210.70345692510918,129.37954140552307
"Parry Sound Population Center, ON, Canada",1559.9532825937401,971.5961916256055,452.2268130730253,147.51090848853528
"Saint-Félicien Population Center, QC, Canada",1324.172898527369,1000.9871329257077,413.4343509405025,151.5331369896916
"Kitimat Population Center, BC, Canada",2258.1443700324407,1282.7467280757373,411.73539928107374,158.81891252006034
"New Waterford Population Center, NS, Canada",1394.2546853288306,1020.4031092739837,457.3541119879024,165.55571848755594
"Huntsville Population Center, ON, Canada",1257.7750253904928,794.7043810869554,410.71035810364776,178.47969498157448
"Enfield - Lantz Population Center, NS, Canada",2217.100161945931,881.8795946881668,233.53908706102212,126.89410255112979
"Pont-Rouge Population Center, QC, Canada",2148.628405839041,1465.2862191030895,495.6310754206862,162.9144917713653
"Devon Population Center, AB, Canada",2530.1139246939615,1554.925848041737,468.7320011957878,139.9600575327433
"Slave Lake Population Center, AB, Canada",2120.9360424119063,1443.5932349080829,526.278723194638,139.01809625129698
"Rocky Mountain House Population Center, AB, Canada",2087.4908842477726,1147.8391235229242,407.58412536140173,138.8646443204948
"Nobleton Population Center, ON, Canada",4123.9522477030705,1536.6682473766766,390.9564131091023,157.24273265001855
"Drumheller Population Center, AB, Canada",1276.7427662376542,722.8177171965848,303.48176284450034,118.80795855651034
"Chibougamau Population Center, QC, Canada",1933.0181144544017,1384.5182486279073,464.380397609656,129.53222930891636
"Perth Population Center, ON, Canada",1781.995129014193,1148.69979569843,429.3208884093674,153.1680266150027
"Wainwright Population Center, AB, Canada",1800.7103102738402,1318.168682181953,472.4692953035135,139.40194499621543
"Smithville Population Center, ON, Canada",2946.775662546793,1261.6618608018173,492.3969945312743,153.5261373863467
"Bonnyville Population Center, AB, Canada",1846.813636660874,1460.4325881460313,427.66054476515285,131.78084037409474
"Beaupré Population Center, QC, Canada",1730.0534805938598,685.5640079163877,229.97728666303354,114.98034303233233
"Coaticook Population Center, QC, Canada",1379.4855844968465,889.3044436461569,434.5415855271,148.79516384359155
"Corunna Population Center, ON, Canada",1920.3280852713942,1528.6067750975105,540.4801284321508,151.82413522328355
"Carbonear Population Center, NL, Canada",877.3006417153024,541.1106740466806,203.03749626073005,107.2448928274878
"Saint-Jovite Population Center, QC, Canada",2074.4309650705814,805.0700206565948,336.4472537667584,148.45033382459206
"Chelmsford Population Center, ON, Canada",1685.2154140752007,1069.1229579425567,468.2101837152399,165.37248344908136
"Tay Population Center, ON, Canada",1485.74133176442,881.1173613434875,247.89035672851418,136.97032451474507
"Kirkland Lake Population Center, ON, Canada",2181.8348213038876,1671.466226984347,497.3911054104726,141.72950488996196
"Clarenville-Shoal Harbour Population Center, NL, Canada",1716.5557287769357,703.1650371359708,216.1337988150751,102.61181385950508
"Russell Population Center, ON, Canada",1939.807737520586,1373.088297316445,491.73216843499546,151.3957050855547
"Almonte Population Center, ON, Canada",1687.5681457366427,1237.8176781747777,493.1651198978856,153.90079420640575
"Nicolet Population Center, QC, Canada",1751.5430836698579,1225.423047237856,386.53357689424377,151.7373167422411
"Chippawa Population Center, ON, Canada",2220.8440426870557,1599.3273594394734,430.4949894713555,195.83234638986804
"Sainte-Adèle Population Center, QC, Canada",1501.5139010190614,756.7529589653404,370.04607072474175,197.48550994926688
"Dunnville Population Center, ON, Canada",1889.2753855699814,1340.4321913036908,475.6042629953849,155.93076220881497
"Manotick Station Population Center, ON, Canada",1088.8030028846617,579.4688121999583,321.6295661648493,194.77899466920346
"Brighton Population Center, ON, Canada",1519.7388948034559,891.6121767754951,384.22171329976715,159.49296361142385
"Porcupine Population Center, ON, Canada",1914.1925232899705,1091.10581532605,301.3182539376303,122.29739954650952
"Lac-Mégantic Population Center, QC, Canada",1468.0522101735535,911.5803241755077,313.8494373706293,130.40710194848648
"Gravenhurst Population Center, ON, Canada",1492.491878209175,990.0799995983474,343.0513454922533,137.76363485169026
"Mont-Joli Population Center, QC, Canada",1952.8499281322395,1485.7896657749955,457.6566217091764,140.8097770612642
"Melfort Population Center, SK, Canada",1612.6151101582193,1258.6353669140713,419.58498062552053,119.76870468669841
"Oliver Population Center, BC, Canada",1581.292134628641,1074.634697487051,375.87035698537534,138.70621313740122
"Mount Albert Population Center, ON, Canada",3168.441515998954,1695.3901084723038,475.66349993601915,137.39028803921317
"St. Paul Population Center, AB, Canada",1586.6172794230592,1171.1105036451088,397.5563938357659,118.18825777199622
"Rawdon Population Center, QC, Canada",1080.5051502697943,779.9654738869436,357.4405246731504,159.99614911824497
"Petrolia Population Center, ON, Canada",1797.5863562248048,1109.5183920685938,410.19955530310114,136.83978881702205
"La Sarre Population Center, QC, Canada",1818.0503541726564,1083.7521406468234,415.8865688342811,132.1568686303656
"Asbestos Population Center, QC, Canada",1922.7262144689244,1441.7172369886864,427.4154397044552,152.79922148831773
"Antigonish Population Center, NS, Canada",1854.3605724773558,1154.3869377806384,361.0149097338444,142.11202575077846
"Stettler Population Center, AB, Canada",1433.24035581415,952.5527171671439,375.5849855103443,117.80276957209747
"Niverville Population Center, MB, Canada",2483.976755044382,1403.7109710387356,453.3819944392315,121.87248861624364
"Louiseville Population Center, QC, Canada",1738.0603313882796,1300.87343172356,443.03689258507563,143.47610864440443
"Lively Population Center, ON, Canada",1858.8117623190683,833.8317517133787,262.36568051226794,136.7901655484709
"Fernie Population Center, BC, Canada",1556.3347488048987,1077.1878775794644,417.43289108658024,133.3263977928084
"Windsor Population Center, NS, Canada",1349.2589190477365,760.2009013458832,271.73596589825416,131.73806876195812
"Rockwood Population Center, ON, Canada",2439.2021617062624,1157.8967558172617,414.6428525722108,134.64752515092488
"Creston Population Center, BC, Canada",1292.4815785216897,1060.4685987004882,432.365088095454,147.67503640511592
"Sussex Population Center, NB, Canada",1529.5788730590455,749.5921409538012,297.64552919544417,124.04646054319545
"Port-Cartier Population Center, QC, Canada",1729.274337762351,1064.390062212254,329.5894622589519,112.73135089350745
"Redcliff Population Center, AB, Canada",1526.6674135613346,1192.9181088015634,409.56606469916215,112.18543775001709
"Ayr Population Center, ON, Canada",2434.964782251146,1340.8844461208705,386.50987850003503,124.66929629387224
"Gananoque Population Center, ON, Canada",1820.360251173881,1316.0180754468959,413.7998067186346,124.06780118663434
"Vegreville Population Center, AB, Canada",1486.4881278349153,1167.743500004604,423.657626772691,115.20136593599905
"Dryden Population Center, ON, Canada",1433.4894025055837,972.4915669086512,379.9268784360758,131.4519930862965
"Bromont Population Center, QC, Canada",1510.348430071389,770.7227447950871,349.2921873956206,172.6637362520466
"Delhi Population Center, ON, Canada",1705.9532442936866,1205.28848473562,421.66270579944654,131.6374063478627
"Armstrong Population Center, BC, Canada",2217.4345716335906,1164.199003953347,382.13070441907894,132.17315712483028
"La Ronge Population Center, SK, Canada",1269.863077257118,623.6560529781169,191.46022361798381,85.60719740079514
"Smithers Population Center, BC, Canada",1667.0298302955557,870.7586088962303,348.44187482746673,124.53030021283328
"Humboldt Population Center, SK, Canada",1608.3701882396688,1194.613108599206,447.8999188725422,123.04432133984577
"Mississauga Beach Population Center, ON, Canada",1298.8044050896447,1004.8994395126107,409.18940337774404,152.24681647251253
"Merritt Population Center, BC, Canada",1951.2415432205776,1017.624090188968,382.86526004184134,143.84687144732536
"Acton Vale Population Center, QC, Canada",1740.5252872903727,1365.8235728871368,416.88477165198213,137.97422900719403
"Langdon Population Center, AB, Canada",2128.300441907637,1334.343028875577,390.7624233704656,112.86394407161303
"Meadow Lake Population Center, SK, Canada",1897.8515859051286,1370.4990964048488,420.08442614133503,112.67379381651335
"Meaford Population Center, ON, Canada",1393.232969210673,972.6705140038608,363.9543359987526,123.9006344495422
"Wolfville Population Center, NS, Canada",1402.2232174366586,880.4973890454552,357.0047739832423,136.52492455687351
"Stonewall Population Center, MB, Canada",2277.4566441807506,1271.8666362209128,399.90355689833444,113.93153597044899
"Oakbank Population Center, MB, Canada",1679.1294188536372,1096.795721096328,369.43404680959384,109.071505352869
"Mount Forest Population Center, ON, Canada",1589.6698868291064,1412.5289194064637,421.19847277646335,124.03028397809972
"Didsbury Population Center, AB, Canada",2158.2170577575152,990.7068280915408,391.8787992835378,104.99087129685499
"Peachland Population Center, BC, Canada",1811.8478498548839,633.7935163106303,184.97190324441502,82.69714369754418
"Windsor Population Center, QC, Canada",1654.3811567922703,1230.3727057122762,380.8527303384781,127.23235091449666
"Neepawa Population Center, MB, Canada",2519.1815349701183,1920.955426978834,435.1559468531987,114.74056534375917
"Saint-Apollinaire Population Center, QC, Canada",2467.930043419208,1562.382617970705,377.6753413550674,118.420101677588
"Kimberley Population Center, BC, Canada",1283.0041609665868,921.0168143204219,293.74648688507875,132.1734255325357
"Sainte-Brigitte-de-Laval Population Center, QC, Canada",1868.4236282076602,958.3631193762347,237.63904108585496,129.38111459783767
"Mitchell Population Center, ON, Canada",1379.3526047715704,1043.5116119803515,391.86160380688744,107.16647662423155
"Exeter Population Center, ON, Canada",1726.054110819965,1233.1826379558772,407.66646842390765,110.5868100886201
"Osoyoos Population Center, BC, Canada",1784.7773543033902,973.9205543663827,322.79848794063037,134.04887315788497
"Westlock Population Center, AB, Canada",1375.225503953285,1069.9671155757758,352.15614950429745,100.70138566213936
"Azilda Population Center, ON, Canada",1545.3169953073082,980.3580559936177,345.5234057130694,119.96572386689157
"Napierville Population Center, QC, Canada",1658.7098621284185,982.5611055996267,344.53538062558624,100.59942198494768
"Waterloo Population Center, QC, Canada",1598.0026302023814,739.5148740231982,310.1591632398302,127.6027954826026
"Walkerton Population Center, ON, Canada",1645.8038821037567,1338.7825420359995,407.0839462078791,115.6787458023018
"Flin Flon Population Center, MB-SK, Canada",1459.0300551095715,941.7979264318999,305.0752358900849,113.9396666820926
"White City Population Center, SK, Canada",1367.4987136455077,855.5345768498196,337.5511886248173,119.8903329465459
"Stayner Population Center, ON, Canada",1481.6714865172223,1023.9579922859974,362.62649371933026,107.50680162884964
"Lac-Alouette Population Center, QC, Canada",1207.3733717087778,636.4440126096458,469.54479101042415,454.8577091883103
"Tilbury Population Center, ON, Canada",1585.968039904205,1119.2014653225142,369.5189144430446,100.74100842056572
"Berthierville Population Center, QC, Canada",1768.4477851306274,1002.9542287560299,347.7299173207522,130.34786010932217
"Woodstock Population Center, NB, Canada",1534.4412342853434,870.0829894544722,335.82564505768,129.7622898196036
"Caledon East Population Center, ON, Canada",2623.7943867288236,1057.8661143456845,325.7169147289323,135.2465685576775
"Amqui Population Center, QC, Canada",1175.5642016252777,894.6515387801065,322.5935973209486,105.36011423283733
"Tracadie-Sheila Population Center, NB, Canada",956.5695730886723,518.1502878640663,240.3495174352875,123.21823672641263
"Picton Population Center, ON, Canada",1765.6138170204933,1013.353221006364,380.12050448958246,129.66437592648356
"Aldergrove East Population Center, BC, Canada",4285.9191449466125,2668.958163576553,1074.176004073739,430.9641337891232
"Blenheim Population Center, ON, Canada",1559.4678805626654,1239.8367990768265,355.169011127199,106.43222122644066
"Hope Population Center, BC, Canada",1291.5300873696801,872.4246549444015,249.67383240352726,110.81965148447122
"Sainte-Martine Population Center, QC, Canada",2049.5208819607838,1186.646557927993,262.9248137079296,103.10001841136307
"Princeville Population Center, QC, Canada",1744.6834223147719,1258.7936631307018,281.1376489861698,101.16050741086126
"Terrasse-des-Pins Population Center, QC, Canada",1253.1168555935697,753.3223886320817,419.80357279715315,295.6919770703482
"Vineland Population Center, ON, Canada",1813.4233717895606,1071.7104943100883,308.1956710289406,148.2475650646507
"Verchères Population Center, QC, Canada",2609.6731314580197,1542.7097846520476,362.56038236587233,151.72330817820787
"Dorchester Population Center, ON, Canada",1493.3383690713015,785.0607920711038,331.87134914870444,133.6630675342302
"Grand Falls / Grand-Sault Population Center, NB, Canada",948.0010572486118,641.1462282427594,286.6363508058468,125.69028790184518
"Deer Lake Population Center, NL, Canada",1221.2177777127208,701.0355566334706,240.9439395885674,92.56163191262489
"Baie-Saint-Paul Population Center, QC, Canada",1416.6285430094274,975.5261110568277,348.610430820618,106.84038449559453
"Peace River Population Center, AB, Canada",1672.2795067432023,984.9618678504536,201.4306428143864,110.21986499627937
"New Liskeard Population Center, ON, Canada",1267.949222392388,836.6943839944212,300.25125323046655,101.37549821285441
"Richmond Population Center, ON, Canada",1317.8354524221875,1013.180066578364,406.07564992902724,120.03545423105372
"Altona Population Center, MB, Canada",1486.8365480482505,1042.4012453962664,327.9935815318705,93.80010434399004
"Waterford Population Center, ON, Canada",1479.814603343526,1070.1769645585848,322.5724674725139,100.66171277457374
"Cumberland Population Center, BC, Canada",2052.578834415034,1320.605271302456,336.1516680947816,99.08711844275955
"Grand Forks Population Center, BC, Canada",1179.1995267426441,684.3256069851527,295.878723744097,115.79220752763467
"Beeton Population Center, ON, Canada",1721.1536221488086,1553.556220557927,353.0665306706589,107.86009284811624
"Nipawin Population Center, SK, Canada",1418.5614018159552,1132.0864955970792,348.4171695847699,93.2449742433368
"Maniwaki Population Center, QC, Canada",1226.3355644765459,733.7311892707894,296.6725695195673,96.40721750841799
"Prescott Population Center, ON, Canada",2059.59828221766,1342.5689678316642,335.9189092927809,102.04283279327068
"Melville Population Center, SK, Canada",1489.9333545464726,1218.138111558933,343.1580151407079,91.37974793047779
"Barrhead Population Center, AB, Canada",1605.7915022555987,1034.0353563819153,338.31332721130156,90.93366734881918
"Kemptville Population Center, ON, Canada",1635.4405218752818,1180.527527656085,377.04509270378503,166.9298152844173
"Chemainus Population Center, BC, Canada",1467.6420393894302,943.9573202480568,313.5052064227242,119.02073690965737
"Jasper Population Center, AB, Canada",2920.274915784549,1617.7303203017104,303.40997738202765,89.66391606439655
"Southampton Population Center, ON, Canada",866.9061733712713,588.8603752898598,231.8041723730857,103.47483237735996
"Sparwood Population Center, BC, Canada",1955.5708505123234,918.4100211533457,206.37218597311227,81.33250880359093
"Swan River Population Center, MB, Canada",1269.5407982211514,928.7272249923715,315.25214827236505,89.29311975864955
"Espanola Population Center, ON, Canada",1597.5176214994424,1198.2672649896283,333.11331227985323,100.12495965142351
"Casselman Population Center, ON, Canada",2054.034933701843,1253.821198459324,322.8604747846231,100.49796286543517
"Raymond Population Center, AB, Canada",1255.3353807463864,952.9293611133854,332.14405211364715,91.10589941548702
"Kent Population Center, BC, Canada",2199.288403857176,987.3419508948245,291.2255441310112,96.58081273734481
"La Pocatière Population Center, QC, Canada",1631.2961962223644,1019.1832814016238,302.656849375757,99.18725509160696
"Saint-Césaire Population Center, QC, Canada",2084.228304493593,1323.5751235836935,318.0356328869197,107.57726460349355
"Bromptonville Population Center, QC, Canada",2053.8270378052634,1093.3619851689346,252.45025611747977,117.87547937124293
"Deep River Population Center, ON, Canada",1299.5698746364424,884.2130766142899,270.9081015267528,86.4876874596552
"Sackville Population Center, NB, Canada",1086.9965811867926,722.4430906639138,272.3105038058238,107.2020323138001
"Sioux Lookout Population Center, ON, Canada",1639.8099577939001,849.8575940214038,292.27300461689435,95.49343940528524
"Cochrane Population Center, ON, Canada",1623.0383249696695,1177.016169867214,303.67062559023185,88.46437634939669
"East Angus Population Center, QC, Canada",1736.6932001844182,1085.5069858474608,292.15754420404465,95.89282750440546
"Carstairs Population Center, AB, Canada",2700.9126098569914,1171.4694383485498,330.85240456583887,100.37167908592319
"Battleford Population Center, SK, Canada",1595.4978335827418,1225.134734326845,310.6733695894929,131.34255684737911
"Rossland Population Center, BC, Canada",1329.292824094439,1027.7917957687162,306.20238674962434,94.89536524217166
"Golden Population Center, BC, Canada",1432.5022234808437,843.4673305601524,272.93468073663496,80.34926371022972
"Cobble Hill Population Center, BC, Canada",1287.107627532666,613.5928295984208,194.48934642780037,129.8727812086153
"Beauceville Population Center, QC, Canada",1678.499164675982,674.807050230689,263.95146198436754,97.31169702406397
"Crossfield Population Center, AB, Canada",2494.816656755478,1482.5079725179387,286.53261624975215,73.92586461960275
"Bobcaygeon Population Center, ON, Canada",1113.6943693890644,704.4197781247287,274.116951270416,96.0266367243338
"Filion Population Center, QC, Canada",1812.1178643920107,1128.9749456359232,448.65860886677183,488.1699485347751
"Chisasibi Population Center, QC, Canada",2381.0943799327592,1150.9792621453082,196.14346706317923,70.86076960277
"Vermilion Population Center, AB, Canada",1420.2413590194287,875.0801180824363,227.0322411567098,80.0077488613034
"Saint-Félix-de-Valois Population Center, QC, Canada",1441.8288192166588,719.9932509760773,330.27448477390686,124.4066396512725
"Hearst Population Center, ON, Canada",1308.9420887122149,797.9399786377581,236.44802148731495,87.919989387107
"Wellesley Population Center, ON, Canada",2679.6680116204957,1405.9416400005805,293.13327105920774,83.0412407800665
"La Malbaie Population Center, QC, Canada",1306.7400840185962,610.6858932195546,216.45189352419678,89.22411205038985
"Cardston Population Center, AB, Canada",1179.912063016212,854.2438725922168,282.19530491193296,85.70527040647906
"Hampton Population Center, NB, Canada",1290.9899377023482,566.6425415444045,223.42754494526892,101.84783191971108
"Saint-Joseph-de-Beauce Population Center, QC, Canada",1649.4027537930672,1125.2657146802194,283.7352285078117,85.50157473608647
"Thornbury Population Center, ON, Canada",1112.1369922763351,618.5140421576036,205.0881408589639,76.90960474315268
"Sainte-Julienne Population Center, QC, Canada",1105.6417278330794,555.6517940429571,178.743250838467,120.63399870871513
"Pincher Creek Population Center, AB, Canada",1321.1468830773492,890.4911632902185,281.77658825054294,74.97629432818371
"High Level Population Center, AB, Canada",2829.7349729786943,1535.6655824583688,301.7239039671319,78.02571085080169
"Saint-Germain-de-Grantham Population Center, QC, Canada",1490.7367249869192,1199.8652251039025,300.94675816201357,95.26855205859694
"Claresholm Population Center, AB, Canada",1287.9222139173157,1035.4881993563088,282.6008282983138,76.61035460873882
"Port Hardy Population Center, BC, Canada",2194.401524632677,838.1522403008981,253.93926370601852,71.68656078968421
"Domaine-Ouellet Population Center, QC, Canada",2781.543665567104,2019.3905843729683,338.73344073596945,118.75619355020038
"St. Stephen Population Center, NB, Canada",1047.108594892166,727.7388654638495,227.06441776977073,106.91564385806448
"Still Water Lake Population Center, NS, Canada",1138.1231683068897,409.15603639356704,194.48769371727013,145.70833453853425
"Campbellford Population Center, ON, Canada",1222.7358864945286,914.4465314608512,274.78452557178144,86.71398603803964
"Sainte-Anne-des-Monts Population Center, QC, Canada",1150.5823721181948,525.0197595477115,177.32958750724026,75.46084865699947
"Fossambault-sur-le-Lac Population Center, QC, Canada",1368.1815423643775,610.5469122159925,187.20939336728196,124.40883576051223
"Penhold Population Center, AB, Canada",2426.341982799184,1779.2497298891972,277.7728521029126,77.3060369787401
"St. George Population Center, ON, Canada",1921.83095761639,1140.5307056635343,283.16153248071186,95.14589395646637
"Beaverton Population Center, ON, Canada",1295.9562380884356,826.9323745307444,277.5183601456859,80.95042663166393
"Invermere Population Center, BC, Canada",1192.221863907775,811.202261679666,289.1429559429297,101.820000264785
"Black Lake Population Center, QC, Canada",1471.5280861061776,1010.4442281808367,264.7209646655382,79.53081176088627
"Haileybury Population Center, ON, Canada",1269.0249532270584,942.902701336536,224.09859062491685,75.74661402636565
"Warwick Population Center, QC, Canada",1409.2462145727145,1027.176077028614,272.91070526578403,82.72678253568196
"Lorette Population Center, MB, Canada",1873.1364081282775,1035.489061894823,286.40227653243704,91.46476286842717
"Ballantrae Population Center, ON, Canada",1612.7616649223078,653.7232023314119,245.34699576603703,126.82737278576907
"Caraquet Population Center, NB, Canada",1072.8963002077187,410.5782431731237,114.10197048178824,55.07636008977845
"Mistissini Population Center, QC, Canada",2138.5858251114437,1278.2223417497314,271.8997809139612,74.2258865844827
"Saint-Pie Population Center, QC, Canada",1988.8488785735515,1540.1251662208208,270.69470982733367,86.09930573561034
"Lake Cowichan Population Center, BC, Canada",1187.6455060038377,649.929748658395,246.46996660081652,69.80091886301452
"Tavistock Population Center, ON, Canada",1498.3013979854861,1114.0235696625673,264.12884569890036,75.94019637378541
"Saint-Agapit Population Center, QC, Canada",2006.6866122787528,1294.161989248996,288.989179957755,87.25705549803865
"Mitchell Population Center, MB, Canada",2007.13221987246,1041.4993913981582,264.624020925213,105.8823427254086
"Shannon Population Center, QC, Canada",1308.8609727647447,743.3535199204412,275.357342287051,107.99713204662338
"Channel-Port aux Basques Population Center, NL, Canada",1343.9334525563713,601.5305609039924,167.46655169255547,66.56087356970022
"Beausejour Population Center, MB, Canada",1283.3488139478595,944.5977864595757,270.55522382350773,77.3138772450573
"Clinton Population Center, ON, Canada",1292.7361019527782,1009.7419460902714,258.8076148512545,84.2040400448408
"Lucan Population Center, ON, Canada",1600.9447763973262,1113.388008949644,292.82646967823365,87.07120784812491
"Frankford Population Center, ON, Canada",1284.2078479779539,760.0272436555871,255.4794793098097,95.4795651019717
"Richmond Population Center, QC, Canada",1078.8271554517555,755.4644228902064,265.1493439059638,88.75017078418509
"Bridgenorth - Chemong Park Area Population Center, ON, Canada",912.9856995906954,345.34425981153817,123.27117642801558,82.8677228202367
"Saint-Gabriel Population Center, QC, Canada",1209.0812198792705,968.6203037082397,254.36905060394574,93.48451010266481
"Wheatley Population Center, ON, Canada",1545.6495614226053,914.2417493613483,217.12528470773267,86.31664315750322
"Hagersville Population Center, ON, Canada",1584.8623218879904,909.7831399311549,253.66628870796262,72.61147066206688
"Saint-Raymond Population Center, QC, Canada",1694.6622585571884,875.2903368018284,251.80826614001222,98.53794951591038
"Melocheville Population Center, QC, Canada",1948.9170608731908,856.2282463541549,231.64713927477152,123.48319585958481
"Fort Macleod Population Center, AB, Canada",1394.0724083367709,1028.1078231162262,254.85696352254544,68.50452046244693
"Norwich Population Center, ON, Canada",1606.6656929003584,1096.4013244507028,262.1983126980688,77.94985293190865
"Rigaud Population Center, QC, Canada",1418.926983044135,1051.866858597147,289.3152398214808,119.49218097100588
"Grande Cache Population Center, AB, Canada",1384.078883173451,776.9029324938172,237.0035370777267,65.17394919613116
"Grand Bend Population Center, ON, Canada",1416.0456888031224,481.4559374625976,187.95151223522794,70.34242852218559
"Trois-Pistoles Population Center, QC, Canada",1512.2321942453127,1030.2150400120897,252.35426095323612,74.83082370630984
"Enderby Population Center, BC, Canada",1462.5906166865434,905.4490805503265,262.8715888739436,81.30445116353904
"Marathon Population Center, ON, Canada",1272.8215918468845,719.4182618882149,244.76847908528734,62.329054588363526
"Port Stanley Population Center, ON, Canada",1405.5853456045359,662.0693250230527,225.79102250657746,75.27998384678739
"Virgil Population Center, ON, Canada",1785.5457614464342,1029.2812606095204,314.23738738315524,145.53205642559277
"Bishop's Falls Population Center, NL, Canada",2265.4514869617137,804.5535454009874,152.11172798388287,56.379142872691695
"Inuvik Population Center, NT, Canada",2035.2435011002428,1176.8199693612983,242.2842586910565,61.10787451414237
"Port Hawkesbury Population Center, NS, Canada",1249.174552886306,739.7810548403764,239.45601752370496,76.71983604880644
"Malartic Population Center, QC, Canada",1900.3533684590068,1342.4492085596955,242.6084165371372,65.60641264651275
"Gibbons Population Center, AB, Canada",2174.46822756001,1213.5370059622096,240.68330068082474,71.80017808895693
"Palmerston Population Center, ON, Canada",1521.489307826751,1195.7389147416934,246.7300437102618,66.41147339189381
"Wingham Population Center, ON, Canada",1587.4567837141053,1302.436495019968,264.3071084008304,78.60334158668869
"Bonavista Population Center, NL, Canada",800.698848656823,657.246765878311,202.48395475659655,63.53920514571239
"Carman Population Center, MB, Canada",1387.08516544219,933.5692432126601,264.2684501442771,71.59763293502647
"Pemberton Population Center, BC, Canada",2789.3257397683783,1128.8550377625618,257.4845912669117,75.60343424259442
"Lakefield Population Center, ON, Canada",1272.1268121123085,991.2730115773581,258.59336160865524,84.23543730928264
"Kindersley Population Center, SK, Canada",1602.7112953553722,1162.1582785314472,329.13458916146084,92.70902737388901
"Capreol Population Center, ON, Canada",1399.8655946963192,916.4131808949131,242.11567033287386,68.25761029590535
"La Crète Population Center, AB, Canada",1569.3046982613992,1037.3652488898558,287.27948356049734,78.92113509499798
"Alexandria Population Center, ON, Canada",1342.294169018239,995.8766216941007,264.35181475634135,84.47856477155499
"Virden Population Center, MB, Canada",1114.4072959631458,865.1026963589801,255.5616249288603,67.22152083529112
"Three Hills Population Center, AB, Canada",1251.6041248764516,859.3871144506955,227.30405318751673,63.715737275685015
"Ste. Anne Population Center, MB, Canada",1950.402153329012,797.2597945825645,211.44047985391506,65.59682321930393
"Havre-Saint-Pierre Population Center, QC, Canada",1351.1353708339634,1015.6997519225102,229.55892197331858,59.56373745214182
"Tisdale Population Center, SK, Canada",1210.7490540565905,963.2561496811363,234.89983862897856,60.834868663935566
"Iroquois Falls Population Center, ON, Canada",1376.1187215710286,911.866973432646,246.61305549848007,66.24362895779888
"Mackenzie Population Center, BC, Canada",1308.9116509716926,829.2489677199752,219.96110332283055,61.71110320042724
"Saint-Joseph-de-Lanoraie Population Center, QC, Canada",1605.186049818426,1065.2583222316198,205.63843381931028,80.21924989300582
"Thurso Population Center, QC, Canada",2561.222241614869,1259.975471779367,244.22458037965384,78.36712432694189
"Princeton Population Center, BC, Canada",1279.6480936680407,592.3172537287444,212.84216867676042,58.09853767261235
"Coalhurst Population Center, AB, Canada",1923.0670312161926,1307.4489339793356,240.29456728101195,65.03209769366727
