longname,Housing Units per Adult,Housing Units per Adult (2010),Housing Units per Adult (2000),Vacancy %,Vacancy % (2010),Vacancy % (2000),Rent/Income < 20%,Rent/Income 20%-40%,Rent/Income > 40%,1BR Rent < $750 %,1BR Rent $750 - $1500 %,1BR Rent > $1500 %,2BR Rent < $750 %,2BR Rent $750 - $1500 %,2BR Rent > $1500 %,% units built pre-1970,% units built in 1970s,% units built in 1980s,% units built in 1990s,% units built in 2000s,% units built in 2010s+,Renter %
"Piura, Peru",,,,,,,,,,,,,,,,,,,,,,
"Simiyu, Tanzania",,,,,,,,,,,,,,,,,,,,,,
"Wien, Austria",,,,,,,,,,,,,,,,,,,,,,
"Az Zarqā’, Jordan",,,,,,,,,,,,,,,,,,,,,,
"North-West, Cameroon",,,,,,,,,,,,,,,,,,,,,,
"Buxoro, Uzbekistan",,,,,,,,,,,,,,,,,,,,,,
"Vojvodina, Serbia",,,,,,,,,,,,,,,,,,,,,,
"Kiambu, Kenya",,,,,,,,,,,,,,,,,,,,,,
"Shabeellaha Hoose, Somalia",,,,,,,,,,,,,,,,,,,,,,
"Northern Ireland, United Kingdom",,,,,,,,,,,,,,,,,,,,,,
"Orenburgskaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,
"Rakhine, Myanmar",,,,,,,,,,,,,,,,,,,,,,
"Boucle du Mouhoun, Burkina Faso",,,,,,,,,,,,,,,,,,,,,,
"Équateur, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,
"Phnom Penh [Phnum Pénh], Cambodia",,,,,,,,,,,,,,,,,,,,,,
"Primorskiy kray, Russia",,,,,,,,,,,,,,,,,,,,,,
"Avtonomna Respublika Krym, Ukraine",,,,,,,,,,,,,,,,,,,,,,
"Dimashq, Syria",,,,,,,,,,,,,,,,,,,,,,
"Okayama, Japan",,,,,,,,,,,,,,,,,,,,,,
"Woqooyi Galbeed, Somalia",,,,,,,,,,,,,,,,,,,,,,
"Misamis Oriental, Philippines",,,,,,,,,,,,,,,,,,,,,,
"Totigi, Japan",,,,,,,,,,,,,,,,,,,,,,
"South-West, Cameroon",,,,,,,,,,,,,,,,,,,,,,
"Beograd, Serbia",,,,,,,,,,,,,,,,,,,,,,
"Bengkulu, Indonesia",,,,,,,,,,,,,,,,,,,,,,
"Singida, Tanzania",,,,,,,,,,,,,,,,,,,,,,
"Gôh-Djiboua, Ivory Coast",,,,,,,,,,,,,,,,,,,,,,
"Hải Phòng, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Volta, Ghana",,,,,,,,,,,,,,,,,,,,,,
"Vakinankaratra, Madagascar",,,,,,,,,,,,,,,,,,,,,,
"Diyālá, Iraq",,,,,,,,,,,,,,,,,,,,,,
"Western Area, Sierra Leone",,,,,,,,,,,,,,,,,,,,,,
"Isabela, Philippines",,,,,,,,,,,,,,,,,,,,,,
"Hovedstaden, Denmark",,,,,,,,,,,,,,,,,,,,,,
"Gunma, Japan",,,,,,,,,,,,,,,,,,,,,,
"Gharb Kurdufān, Sudan",,,,,,,,,,,,,,,,,,,,,,
"Omskaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,
"Masvingo, Zimbabwe",,,,,,,,,,,,,,,,,,,,,,
"Chernihivska oblast, Ukraine",,,,,,,,,,,,,,,,,,,,,,
"Bucureşti, Romania",,,,,,,,,,,,,,,,,,,,,,
"Manyara, Tanzania",,,,,,,,,,,,,,,,,,,,,,
"Nzérékoré, Guinea",,,,,,,,,,,,,,,,,,,,,,
"Lorestān, Iran",,,,,,,,,,,,,,,,,,,,,,
"Sinnār, Sudan",,,,,,,,,,,,,,,,,,,,,,
"Tiền Giang, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Vatovavy-Fitovinany, Madagascar",,,,,,,,,,,,,,,,,,,,,,
"Thái Bình, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Córdoba, Colombia",,,,,,,,,,,,,,,,,,,,,,
"Long An, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Oran, Algeria",,,,,,,,,,,,,,,,,,,,,,
"Kiến Giang, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Irbid, Jordan",,,,,,,,,,,,,,,,,,,,,,
"Mersin, Turkey",,,,,,,,,,,,,,,,,,,,,,
"Kocaeli, Turkey",,,,,,,,,,,,,,,,,,,,,,
"Kentrikí Makedonía, Greece",,,,,,,,,,,,,,,,,,,,,,
"Valparaíso, Chile",,,,,,,,,,,,,,,,,,,,,,
"Xorazm, Uzbekistan",,,,,,,,,,,,,,,,,,,,,,
"Diourbel, Senegal",,,,,,,,,,,,,,,,,,,,,,
"Al Qādisīyah, Iraq",,,,,,,,,,,,,,,,,,,,,,
"Idaho, USA",0.54303254867771,0.579842443331685,0.5654858951793212,0.09761047857324431,0.12231635807845709,0.10206754410786256,0.29292111197217263,0.4213770881525207,0.2857017998753067,0.5505794673686375,0.40289220881337356,0.04652832381798887,0.2949461010779849,0.6510989780204329,0.0539549209015822,0.2463871615385165,0.16715331909532455,0.1018197252558441,0.17606532416171983,0.19345680426331816,0.11511766568527691,0.2831604273924442
"Nam Ðịnh, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Pwani, Tanzania",,,,,,,,,,,,,,,,,,,,,,
"Montserrado, Liberia",,,,,,,,,,,,,,,,,,,,,,
"Porto, Portugal",,,,,,,,,,,,,,,,,,,,,,
"Southern, Sierra Leone",,,,,,,,,,,,,,,,,,,,,,
"Ash Shāriqah, United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,
"Balkh, Afghanistan",,,,,,,,,,,,,,,,,,,,,,
"Pathum Thani, Thailand",,,,,,,,,,,,,,,,,,,,,,
"Qoraqalpog'iston Respublikasi, Uzbekistan",,,,,,,,,,,,,,,,,,,,,,
"Ḩimş, Syria",,,,,,,,,,,,,,,,,,,,,,
"Nonthaburi, Thailand",,,,,,,,,,,,,,,,,,,,,,
"Hamburg, Germany",,,,,,,,,,,,,,,,,,,,,,
"Sétif, Algeria",,,,,,,,,,,,,,,,,,,,,,
"Diyarbakır, Turkey",,,,,,,,,,,,,,,,,,,,,,
"Kwango, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,
"Calabria, Italy",,,,,,,,,,,,,,,,,,,,,,
"Lara, Venezuela",,,,,,,,,,,,,,,,,,,,,,
"West Virginia, USA",0.5953228560880407,0.5970971694946248,0.5983851476831663,0.1304013467318775,0.12714087861155424,0.1245930400487817,0.29001920453310504,0.37413706309338707,0.3358437323735078,0.7441557900483886,0.2465106938616742,0.00933351608993723,0.4478610594159324,0.5387314745063964,0.013407466077671234,0.4228933458453377,0.16093411825900314,0.12148693300946664,0.1345751948228137,0.11141216492756226,0.04869824313581659,0.2606427505749926
"South Australia, Australia",,,,,,,,,,,,,,,,,,,,,,
"Kumamoto, Japan",,,,,,,,,,,,,,,,,,,,,,
"Songkhla, Thailand",,,,,,,,,,,,,,,,,,,,,,
"Budapest, Hungary",,,,,,,,,,,,,,,,,,,,,,
"Mashonaland East, Zimbabwe",,,,,,,,,,,,,,,,,,,,,,
"Mongala, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,
"Ruvuma, Tanzania",,,,,,,,,,,,,,,,,,,,,,
"Khon Kaen, Thailand",,,,,,,,,,,,,,,,,,,,,,
"Kermānshāh, Iran",,,,,,,,,,,,,,,,,,,,,,
"Markazī, Iran",,,,,,,,,,,,,,,,,,,,,,
"Hormozgān, Iran",,,,,,,,,,,,,,,,,,,,,,
"Jeollabuk-do, South Korea",,,,,,,,,,,,,,,,,,,,,,
"Bukidnon, Philippines",,,,,,,,,,,,,,,,,,,,,,
"Auckland, New Zealand",,,,,,,,,,,,,,,,,,,,,,
"Drâa-Tafilalet, Morocco",,,,,,,,,,,,,,,,,,,,,,
"Hải Dương, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Biobío, Chile",,,,,,,,,,,,,,,,,,,,,,
"Atsimo-Andrefana, Madagascar",,,,,,,,,,,,,,,,,,,,,,
"Golestān, Iran",,,,,,,,,,,,,,,,,,,,,,
"Bình Dương, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Arunāchal Pradesh, India",,,,,,,,,,,,,,,,,,,,,,
"Al Qaḑārif, Sudan",,,,,,,,,,,,,,,,,,,,,,
"Rondônia, Brazil",,,,,,,,,,,,,,,,,,,,,,
"Central, Zambia",,,,,,,,,,,,,,,,,,,,,,
"Eastern, Sierra Leone",,,,,,,,,,,,,,,,,,,,,,
"Pulau Pinang, Malaysia",,,,,,,,,,,,,,,,,,,,,,
"Kayin, Myanmar",,,,,,,,,,,,,,,,,,,,,,
"Jeollanam-do, South Korea",,,,,,,,,,,,,,,,,,,,,,
"Kandahār, Afghanistan",,,,,,,,,,,,,,,,,,,,,,
"Zachodniopomorskie, Poland",,,,,,,,,,,,,,,,,,,,,,
"Djelfa, Algeria",,,,,,,,,,,,,,,,,,,,,,
"Västra Götalands län, Sweden",,,,,,,,,,,,,,,,,,,,,,
"Zaporizka oblast, Ukraine",,,,,,,,,,,,,,,,,,,,,,
"Zacatecas, Mexico",,,,,,,,,,,,,,,,,,,,,,
"Mie, Japan",,,,,,,,,,,,,,,,,,,,,,
"Manisa, Turkey",,,,,,,,,,,,,,,,,,,,,,
"Masqaţ, Oman",,,,,,,,,,,,,,,,,,,,,,
"Centre-Nord, Burkina Faso",,,,,,,,,,,,,,,,,,,,,,
"Bungoma, Kenya",,,,,,,,,,,,,,,,,,,,,,
"Aragua, Venezuela",,,,,,,,,,,,,,,,,,,,,,
"Littoral, Benin",,,,,,,,,,,,,,,,,,,,,,
"Tucumán, Argentina",,,,,,,,,,,,,,,,,,,,,,
"Kampala, Uganda",,,,,,,,,,,,,,,,,,,,,,
"Niederösterreich, Austria",,,,,,,,,,,,,,,,,,,,,,
"Adana, Turkey",,,,,,,,,,,,,,,,,,,,,,
"Centre-Ouest, Burkina Faso",,,,,,,,,,,,,,,,,,,,,,
"Bié, Angola",,,,,,,,,,,,,,,,,,,,,,
"Panamá, Panama",,,,,,,,,,,,,,,,,,,,,,
"Kirkūk, Iraq",,,,,,,,,,,,,,,,,,,,,,
"Kyivska oblast, Ukraine",,,,,,,,,,,,,,,,,,,,,,
"Ubon Ratchathani, Thailand",,,,,,,,,,,,,,,,,,,,,,
"San Salvador, El Salvador",,,,,,,,,,,,,,,,,,,,,,
"Vallée du Bandama, Ivory Coast",,,,,,,,,,,,,,,,,,,,,,
"Nariño, Colombia",,,,,,,,,,,,,,,,,,,,,,
"Daejeon-gwangyeoksi, South Korea",,,,,,,,,,,,,,,,,,,,,,
"Pahang, Malaysia",,,,,,,,,,,,,,,,,,,,,,
"Ðồng Tháp, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Borgou, Benin",,,,,,,,,,,,,,,,,,,,,,
"Lagunes, Ivory Coast",,,,,,,,,,,,,,,,,,,,,,
"Kosovo-Metohija, Serbia",,,,,,,,,,,,,,,,,,,,,,
"Uusimaa, Finland",,,,,,,,,,,,,,,,,,,,,,
"Quintana Roo, Mexico",,,,,,,,,,,,,,,,,,,,,,
"Haut-Uélé, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,
"Northern, Zambia",,,,,,,,,,,,,,,,,,,,,,
"Cibao Nord, Dominican Republic",,,,,,,,,,,,,,,,,,,,,,
"San José, Costa Rica",,,,,,,,,,,,,,,,,,,,,,
"Belgorodskaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,
"Brazzaville, Congo",,,,,,,,,,,,,,,,,,,,,,
"Khanty-Mansiyskiy avtonomnyy okrug, Russia",,,,,,,,,,,,,,,,,,,,,,
"Kangwon-do [Kangweonto], North Korea",,,,,,,,,,,,,,,,,,,,,,
"Ḩaḑramawt, Yemen",,,,,,,,,,,,,,,,,,,,,,
"Chungcheongbuk-do, South Korea",,,,,,,,,,,,,,,,,,,,,,
"Kagosima, Japan",,,,,,,,,,,,,,,,,,,,,,
"Ardabīl, Iran",,,,,,,,,,,,,,,,,,,,,,
"Luapula, Zambia",,,,,,,,,,,,,,,,,,,,,,
"Sofia, Madagascar",,,,,,,,,,,,,,,,,,,,,,
"Manabí, Ecuador",,,,,,,,,,,,,,,,,,,,,,
"Puducherry, India",,,,,,,,,,,,,,,,,,,,,,
"Ulaanbaatar, Mongolia",,,,,,,,,,,,,,,,,,,,,,
"An Najaf, Iraq",,,,,,,,,,,,,,,,,,,,,,
"Meru, Kenya",,,,,,,,,,,,,,,,,,,,,,
"Tocantins, Brazil",,,,,,,,,,,,,,,,,,,,,,
"Managua, Nicaragua",,,,,,,,,,,,,,,,,,,,,,
"Kelantan, Malaysia",,,,,,,,,,,,,,,,,,,,,,
"Nahr an Nīl, Sudan",,,,,,,,,,,,,,,,,,,,,,
"Songwe, Tanzania",,,,,,,,,,,,,,,,,,,,,,
"Næ̆gĕnahira paḷāta, Sri Lanka",,,,,,,,,,,,,,,,,,,,,,
"Fāryāb, Afghanistan",,,,,,,,,,,,,,,,,,,,,,
"Dumyāţ, Egypt",,,,,,,,,,,,,,,,,,,,,,
"Kepulauan Bangka Belitung, Indonesia",,,,,,,,,,,,,,,,,,,,,,
"Gangwon-do, South Korea",,,,,,,,,,,,,,,,,,,,,,
"Mtwara, Tanzania",,,,,,,,,,,,,,,,,,,,,,
"Tyumenskaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,
"Goa, India",,,,,,,,,,,,,,,,,,,,,,
"Vinnytska oblast, Ukraine",,,,,,,,,,,,,,,,,,,,,,
"Cajamarca, Peru",,,,,,,,,,,,,,,,,,,,,,
"Nord, Burkina Faso",,,,,,,,,,,,,,,,,,,,,,
"Mecklenburg-Vorpommern, Germany",,,,,,,,,,,,,,,,,,,,,,
"Sardegna, Italy",,,,,,,,,,,,,,,,,,,,,,
"Negros Oriental, Philippines",,,,,,,,,,,,,,,,,,,,,,
"Bolívar, Venezuela",,,,,,,,,,,,,,,,,,,,,,
"Badakhshān, Afghanistan",,,,,,,,,,,,,,,,,,,,,,
"Gia Lai, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Murcia, Región de, Spain",,,,,,,,,,,,,,,,,,,,,,
"Chagang-do [Jakangto], North Korea",,,,,,,,,,,,,,,,,,,,,,
"Bắc Giang, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"South Cotabato, Philippines",,,,,,,,,,,,,,,,,,,,,,
"Inhambane, Mozambique",,,,,,,,,,,,,,,,,,,,,,
"Anzoátegui, Venezuela",,,,,,,,,,,,,,,,,,,,,,
"Gaza, Mozambique",,,,,,,,,,,,,,,,,,,,,,
"Sulawesi Barat, Indonesia",,,,,,,,,,,,,,,,,,,,,,
"Samsun, Turkey",,,,,,,,,,,,,,,,,,,,,,
"Junín, Peru",,,,,,,,,,,,,,,,,,,,,,
"Liguria, Italy",,,,,,,,,,,,,,,,,,,,,,
"Warmińsko-mazurskie, Poland",,,,,,,,,,,,,,,,,,,,,,
"Marche, Italy",,,,,,,,,,,,,,,,,,,,,,
"Bình Định, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Maluku Utara, Indonesia",,,,,,,,,,,,,,,,,,,,,,
"Siga, Japan",,,,,,,,,,,,,,,,,,,,,,
"Takhār, Afghanistan",,,,,,,,,,,,,,,,,,,,,,
"Mashonaland Central, Zimbabwe",,,,,,,,,,,,,,,,,,,,,,
"Tel-Aviv, Israel",,,,,,,,,,,,,,,,,,,,,,
"Puno, Peru",,,,,,,,,,,,,,,,,,,,,,
"Baat Dambang [Batdâmbâng], Cambodia",,,,,,,,,,,,,,,,,,,,,,
"Zürich, Switzerland",,,,,,,,,,,,,,,,,,,,,,
"Chechenskaya Respublika, Russia",,,,,,,,,,,,,,,,,,,,,,
"Homieĺskaja voblasć, Belarus",,,,,,,,,,,,,,,,,,,,,,
"Davao del Norte, Philippines",,,,,,,,,,,,,,,,,,,,,,
"Tanintharyi, Myanmar",,,,,,,,,,,,,,,,,,,,,,
"Udmurtskaya Respublika, Russia",,,,,,,,,,,,,,,,,,,,,,
"Madīnat Injamīnā, Chad",,,,,,,,,,,,,,,,,,,,,,
"Wajir, Kenya",,,,,,,,,,,,,,,,,,,,,,
"Středočeský kraj, Czech Republic",,,,,,,,,,,,,,,,,,,,,,
"Wāsiţ, Iraq",,,,,,,,,,,,,,,,,,,,,,
"Oberösterreich, Austria",,,,,,,,,,,,,,,,,,,,,,
"Idlib, Syria",,,,,,,,,,,,,,,,,,,,,,
"Kandaal [Kândal], Cambodia",,,,,,,,,,,,,,,,,,,,,,
"Okinawa, Japan",,,,,,,,,,,,,,,,,,,,,,
"Albay, Philippines",,,,,,,,,,,,,,,,,,,,,,
"Sahel, Burkina Faso",,,,,,,,,,,,,,,,,,,,,,
"Hawaii, USA",0.4849972330163932,0.4904011481676211,0.4939202714051924,0.12554373058105067,0.12123091188316769,0.11055701919458036,0.21905810131781303,0.39757254778955226,0.38336935089263474,0.16124731319213734,0.4558503055429163,0.38290238126494647,0.06304560784986697,0.28326839319213604,0.6536859989579971,0.2920759182961118,0.2343696055898751,0.15025305098447825,0.1364214531567006,0.12379158634371328,0.06308838562912104,0.390017338429987
"Lacs, Ivory Coast",,,,,,,,,,,,,,,,,,,,,,
"Kayseri, Turkey",,,,,,,,,,,,,,,,,,,,,,
"Quảng Nam, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Atsinanana, Madagascar",,,,,,,,,,,,,,,,,,,,,,
"Al Ismā‘īlīyah, Egypt",,,,,,,,,,,,,,,,,,,,,,
"Bresckaja voblasć, Belarus",,,,,,,,,,,,,,,,,,,,,,
"Cunene, Angola",,,,,,,,,,,,,,,,,,,,,,
"Tunis, Tunisia",,,,,,,,,,,,,,,,,,,,,,
"Arequipa, Peru",,,,,,,,,,,,,,,,,,,,,,
"Karbalā’, Iraq",,,,,,,,,,,,,,,,,,,,,,
"Garissa, Kenya",,,,,,,,,,,,,,,,,,,,,,
"Malange, Angola",,,,,,,,,,,,,,,,,,,,,,
"HaTsafon, Israel",,,,,,,,,,,,,,,,,,,,,,
"Chon Buri, Thailand",,,,,,,,,,,,,,,,,,,,,,
"Tarlac, Philippines",,,,,,,,,,,,,,,,,,,,,,
"Al Ḩasakah, Syria",,,,,,,,,,,,,,,,,,,,,,
"Jāzān, Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,
"Gwangju-gwangyeoksi, South Korea",,,,,,,,,,,,,,,,,,,,,,
"Skåne län, Sweden",,,,,,,,,,,,,,,,,,,,,,
"Salta, Argentina",,,,,,,,,,,,,,,,,,,,,,
"Plateaux, Togo",,,,,,,,,,,,,,,,,,,,,,
"'Amrān, Yemen",,,,,,,,,,,,,,,,,,,,,,
"Northern, Sierra Leone",,,,,,,,,,,,,,,,,,,,,,
"Bohol, Philippines",,,,,,,,,,,,,,,,,,,,,,
"Shyghys Qazaqstan oblysy, Kazakhstan",,,,,,,,,,,,,,,,,,,,,,
"Rukwa, Tanzania",,,,,,,,,,,,,,,,,,,,,,
"Lâm Ðồng, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Sofia (stolitsa), Bulgaria",,,,,,,,,,,,,,,,,,,,,,
"Yamaguti, Japan",,,,,,,,,,,,,,,,,,,,,,
"Alta Verapaz, Guatemala",,,,,,,,,,,,,,,,,,,,,,
"Sóc Trăng, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Qaraghandy oblysy, Kazakhstan",,,,,,,,,,,,,,,,,,,,,,
"Balıkesir, Turkey",,,,,,,,,,,,,,,,,,,,,,
"Nayarit, Mexico",,,,,,,,,,,,,,,,,,,,,,
"Batna, Algeria",,,,,,,,,,,,,,,,,,,,,,
"Tul'skaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,
"Aguascalientes, Mexico",,,,,,,,,,,,,,,,,,,,,,
"Mary, Turkmenistan",,,,,,,,,,,,,,,,,,,,,,
"Al Uqşur, Egypt",,,,,,,,,,,,,,,,,,,,,,
"Moxico, Angola",,,,,,,,,,,,,,,,,,,,,,
"Ghaznī, Afghanistan",,,,,,,,,,,,,,,,,,,,,,
"Ivano-Frankivska oblast, Ukraine",,,,,,,,,,,,,,,,,,,,,,
"Mombasa, Kenya",,,,,,,,,,,,,,,,,,,,,,
"Cauca, Colombia",,,,,,,,,,,,,,,,,,,,,,
"New Hampshire, USA",0.5685452780078247,0.5922913620310231,0.5869802963057328,0.12754442142274125,0.14868103548679723,0.12704890896517224,0.265759778503113,0.4387840189373366,0.29545620255955035,0.2704166306747052,0.6284380273238623,0.10114534200143241,0.08609384445083762,0.5758294346266657,0.33807672092249663,0.3863669591293756,0.14927937337496244,0.19343203273300383,0.10471716320827393,0.1153092464727408,0.05089522508164351,0.2837408119422618
"Poltavska oblast, Ukraine",,,,,,,,,,,,,,,,,,,,,,
"Kisii, Kenya",,,,,,,,,,,,,,,,,,,,,,
"Nakhon Si Thammarat, Thailand",,,,,,,,,,,,,,,,,,,,,,
"North Western, Sierra Leone",,,,,,,,,,,,,,,,,,,,,,
"Uturumæ̆da paḷāta, Sri Lanka",,,,,,,,,,,,,,,,,,,,,,
"Entre Ríos, Argentina",,,,,,,,,,,,,,,,,,,,,,
"Maine, USA",0.6602138292591294,0.6706853111017267,0.6531272949502108,0.2068217329303157,0.2116258075835741,0.18514895704904008,0.259417090978039,0.45754537590676436,0.2830375331151966,0.5128625445479866,0.4413752154200979,0.04576224003191536,0.232002870769197,0.6188457646384979,0.14915136459230505,0.4244444999126551,0.13762085535153173,0.14108330467080138,0.1175185238423163,0.12458037332165393,0.05475244290104144,0.2662566164397251
"Huehuetenango, Guatemala",,,,,,,,,,,,,,,,,,,,,,
"Ehime, Japan",,,,,,,,,,,,,,,,,,,,,,
"Cagayan, Philippines",,,,,,,,,,,,,,,,,,,,,,
"Aragón, Spain",,,,,,,,,,,,,,,,,,,,,,
"Tlaxcala, Mexico",,,,,,,,,,,,,,,,,,,,,,
"Almaty, Kazakhstan",,,,,,,,,,,,,,,,,,,,,,
"Kilifi, Kenya",,,,,,,,,,,,,,,,,,,,,,
"Penzenskaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,
"Cotabato, Philippines",,,,,,,,,,,,,,,,,,,,,,
"Msila, Algeria",,,,,,,,,,,,,,,,,,,,,,
"Nuwākshūţ, Mauritania",,,,,,,,,,,,,,,,,,,,,,
"Manitoba, Canada",,,,,,,,,,,,,,,,,,,,,,
"Boké, Guinea",,,,,,,,,,,,,,,,,,,,,,
"Palawan, Philippines",,,,,,,,,,,,,,,,,,,,,,
"Van, Turkey",,,,,,,,,,,,,,,,,,,,,,
"Comoé, Ivory Coast",,,,,,,,,,,,,,,,,,,,,,
"Tây Ninh, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Praha, Hlavní město, Czech Republic",,,,,,,,,,,,,,,,,,,,,,
"Cusco, Peru",,,,,,,,,,,,,,,,,,,,,,
"Midtjylland, Denmark",,,,,,,,,,,,,,,,,,,,,,
"Nagasaki, Japan",,,,,,,,,,,,,,,,,,,,,,
"Misiones, Argentina",,,,,,,,,,,,,,,,,,,,,,
"Atsimo-Atsinanana, Madagascar",,,,,,,,,,,,,,,,,,,,,,
"Al Qaşīm, Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,
"Blida, Algeria",,,,,,,,,,,,,,,,,,,,,,
"Tolima, Colombia",,,,,,,,,,,,,,,,,,,,,,
"Khabarovskiy kray, Russia",,,,,,,,,,,,,,,,,,,,,,
"Mai-Ndombe, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,
"Boumerdès, Algeria",,,,,,,,,,,,,,,,,,,,,,
"Ūva paḷāta, Sri Lanka",,,,,,,,,,,,,,,,,,,,,,
"Northern Cape, South Africa",,,,,,,,,,,,,,,,,,,,,,
"Chlef, Algeria",,,,,,,,,,,,,,,,,,,,,,
"Jonglei, South Sudan",,,,,,,,,,,,,,,,,,,,,,
"Mzimba, Malawi",,,,,,,,,,,,,,,,,,,,,,
"Bīnshangul Gumuz, Ethiopia",,,,,,,,,,,,,,,,,,,,,,
"Minskaja voblasć, Belarus",,,,,,,,,,,,,,,,,,,,,,
"Quảng Ngãi, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Helmand, Afghanistan",,,,,,,,,,,,,,,,,,,,,,
"Lambayeque, Peru",,,,,,,,,,,,,,,,,,,,,,
"North East, Singapore",,,,,,,,,,,,,,,,,,,,,,
"Montevideo, Uruguay",,,,,,,,,,,,,,,,,,,,,,
"Gorontalo, Indonesia",,,,,,,,,,,,,,,,,,,,,,
"Mizoram, India",,,,,,,,,,,,,,,,,,,,,,
"Vladimirskaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,
"Jizzax, Uzbekistan",,,,,,,,,,,,,,,,,,,,,,
"Utrecht, Netherlands",,,,,,,,,,,,,,,,,,,,,,
"Bến Tre, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Norte de Santander, Colombia",,,,,,,,,,,,,,,,,,,,,,
"Shymkent, Kazakhstan",,,,,,,,,,,,,,,,,,,,,,
"Tshuapa, Democratic Republic of the Congo",,,,,,,,,,,,,,,,,,,,,,
"Blantyre, Malawi",,,,,,,,,,,,,,,,,,,,,,
"Chiang Rai, Thailand",,,,,,,,,,,,,,,,,,,,,,
"Ḩamāh, Syria",,,,,,,,,,,,,,,,,,,,,,
"Kordestān, Iran",,,,,,,,,,,,,,,,,,,,,,
"Daşoguz, Turkmenistan",,,,,,,,,,,,,,,,,,,,,,
"Aswān, Egypt",,,,,,,,,,,,,,,,,,,,,,
"Adamaoua, Cameroon",,,,,,,,,,,,,,,,,,,,,,
"Atlantique, Benin",,,,,,,,,,,,,,,,,,,,,,
"Ville de Kigali, Rwanda",,,,,,,,,,,,,,,,,,,,,,
"Munster, Ireland",,,,,,,,,,,,,,,,,,,,,,
"Jalal-Abad, Kyrgyzstan",,,,,,,,,,,,,,,,,,,,,,
"Magdalena, Colombia",,,,,,,,,,,,,,,,,,,,,,
"Uasin Gishu, Kenya",,,,,,,,,,,,,,,,,,,,,,
"Nara, Japan",,,,,,,,,,,,,,,,,,,,,,
"Cà Mau, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Bình Phước, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Maysān, Iraq",,,,,,,,,,,,,,,,,,,,,,
"Şan‘ā’, Yemen",,,,,,,,,,,,,,,,,,,,,,
"Hưng Yên, Vietnam",,,,,,,,,,,,,,,,,,,,,,
"Abruzzo, Italy",,,,,,,,,,,,,,,,,,,,,,
"North West, Singapore",,,,,,,,,,,,,,,,,,,,,,
"Aomori, Japan",,,,,,,,,,,,,,,,,,,,,,
"Savanes, Togo",,,,,,,,,,,,,,,,,,,,,,
"Machakos, Kenya",,,,,,,,,,,,,,,,,,,,,,
"Karnali, Nepal",,,,,,,,,,,,,,,,,,,,,,
"Cabinda, Angola",,,,,,,,,,,,,,,,,,,,,,
"Zakarpatska oblast, Ukraine",,,,,,,,,,,,,,,,,,,,,,
"Steiermark, Austria",,,,,,,,,,,,,,,,,,,,,,
"Ul'yanovskaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,
"Iwate, Japan",,,,,,,,,,,,,,,,,,,,,,
"Viciebskaja voblasć, Belarus",,,,,,,,,,,,,,,,,,,,,,
"Tverskaya oblast', Russia",,,,,,,,,,,,,,,,,,,,,,
"Dayr az Zawr, Syria",,,,,,,,,,,,,,,,,,,,,,
"Baghlān, Afghanistan",,,,,,,,,,,,,,,,,,,,,,
"Khmelnytska oblast, Ukraine",,,,,,,,,,,,,,,,,,,,,,
"Quiché, Guatemala",,,,,,,,,,,,,,,,,,,,,,
"Lebap, Turkmenistan",,,,,,,,,,,,,,,,,,,,,,
"Świętokrzyskie, Poland",,,,,,,,,,,,,,,,,,,,,,
